zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-03-13,2023-03-13 08:00:00,319,293,579,136,144,6.1,53.6,1.02,18.3,1,0,0,0,10,3,0.006633,1,8,40,8,1,0,-0.0914,-0.5763,-0.3683,0,0
2,2023-03-13,2023-03-13 08:00:00,163,166,250,69,76,2.0,64.3,0.0,33.3,0,0,0,0,3,0,0.002914,2,33,22,8,1,0,0.0797,0.4523,0.9251,0,0
3,2023-03-13,2023-03-13 08:00:00,342,279,518,157,151,6.2,87.9,0.0,10.4,0,0,0,0,15,2,0.006732,3,74,16,8,1,0,0.6222,-0.1909,-0.3273,0,0
4,2023-03-13,2023-03-13 08:00:00,116,123,225,60,59,6.8,71.6,0.0,15.0,0,0,0,0,7,1,0.002701,4,9,8,8,1,0,-1.344,-0.7868,-1.1612,0,0
5,2023-03-13,2023-03-13 08:00:00,107,105,147,30,30,18.1,77.5,0.0,19.1,0,0,0,0,1,1,0.001892,5,32,34,8,1,0,0.3821,0.7866,0.4043,0,0
6,2023-03-13,2023-03-13 08:00:00,398,381,628,153,169,13.3,75.6,0.0,12.5,0,0,0,0,16,2,0.007804,6,8,76,8,1,0,1.4048,0.3067,0.0575,0,0
7,2023-03-13,2023-03-13 08:00:00,28,30,42,7,6,21.5,63.0,0.6,14.0,1,0,0,0,1,0,0.000379,7,74,58,8,1,0,0.1363,-0.5523,0.6441,0,0
8,2023-03-13,2023-03-13 08:00:00,14,12,31,13,14,9.4,84.9,1.69,17.3,1,0,0,0,0,1,0.000364,0,62,80,8,1,0,-1.447,-1.3891,0.1887,0,0
9,2023-03-13,2023-03-13 08:00:00,103,116,203,54,60,12.3,81.5,2.07,15.4,1,0,0,0,6,0,0.002192,1,5,25,8,1,0,-0.2646,0.858,0.744,0,0
10,2023-03-13,2023-03-13 08:00:00,325,289,546,131,145,2.1,67.3,0.0,14.3,0,0,0,0,13,3,0.006386,2,48,40,8,1,0,-1.0857,-0.8323,-0.1351,0,0
