zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-06-14,2023-06-14 08:00:00,334,280,527,129,114,21.4,66.1,0.0,31.2,0,0,0,0,12,3,0.006633,1,8,40,8,1,0,0.771,-1.6191,0.948,0,0
2,2023-06-14,2023-06-14 08:00:00,147,163,233,46,40,19.0,74.5,0.0,34.6,0,0,0,0,4,0,0.002914,2,33,22,8,1,0,-0.507,-0.482,1.2548,0,0
3,2023-06-14,2023-06-14 08:00:00,336,397,550,128,145,14.0,80.5,0.0,21.7,0,0,0,0,18,0,0.006732,3,74,16,8,1,0,-0.0586,-1.2544,0.7915,0,0
4,2023-06-14,2023-06-14 08:00:00,140,164,232,48,49,22.6,66.8,0.0,13.3,0,0,0,0,2,0,0.002701,4,9,8,8,1,0,-0.1137,0.3307,-0.8255,0,0
5,2023-06-14,2023-06-14 08:00:00,96,89,132,35,38,21.3,84.8,0.0,6.1,0,0,0,0,8,1,0.001892,5,32,34,8,1,0,-0.1096,1.2417,0.0115,0,0
6,2023-06-14,2023-06-14 08:00:00,395,466,658,152,163,31.3,86.0,0.0,14.9,0,0,0,0,14,3,0.007804,6,8,76,8,1,0,0.5189,0.2261,0.271,0,0
7,2023-06-14,2023-06-14 08:00:00,15,15,27,2,2,16.1,88.9,0.96,27.4,1,0,0,0,3,1,0.000379,7,74,58,8,1,0,1.8781,0.0218,-0.6919,0,0
8,2023-06-14,2023-06-14 08:00:00,17,14,32,3,2,17.2,84.2,0.0,15.9,0,0,0,0,1,1,0.000364,0,62,80,8,1,0,-0.0405,-0.4893,0.6793,0,0
9,2023-06-14,2023-06-14 08:00:00,108,124,177,28,28,28.3,44.3,0.85,34.3,1,0,0,0,6,2,0.002192,1,5,25,8,1,0,-0.0315,0.2386,-0.215,0,0
10,2023-06-14,2023-06-14 08:00:00,319,294,493,134,152,12.0,79.7,0.0,30.6,0,0,0,0,11,1,0.006386,2,48,40,8,1,0,0.0235,0.7212,0.1458,0,0
11,2023-06-14,2023-06-14 08:00:00,220,200,395,96,85,15.8,90.0,0.0,7.4,0,0,0,0,10,2,0.004899,3,32,48,8,1,0,1.7475,-0.8159,-0.8262,0,0
12,2023-06-14,2023-06-14 08:00:00,146,134,247,57,51,23.4,45.5,3.26,6.0,1,0,0,0,3,1,0.002814,4,16,53,8,1,0,0.8961,1.1081,-0.0772,0,0
13,2023-06-14,2023-06-14 08:00:00,8,8,25,4,4,16.5,53.3,0.0,26.8,0,0,0,0,2,3,0.000253,5,50,49,8,1,0,0.1941,-0.3216,-0.4147,0,0
14,2023-06-14,2023-06-14 08:00:00,65,65,101,12,13,16.7,62.1,0.0,30.6,0,0,0,0,2,0,0.001216,6,10,63,8,1,0,0.7134,0.6368,0.0646,0,0
15,2023-06-14,2023-06-14 08:00:00,80,86,114,42,39,15.7,67.9,0.0,6.9,0,0,0,0,6,1,0.001712,7,20,53,8,1,0,1.1738,0.12,-0.5509,0,0
16,2023-06-14,2023-06-14 08:00:00,363,297,585,176,159,15.7,74.3,0.0,24.3,0,0,0,0,15,2,0.007253,0,75,42,8,1,0,1.4709,-1.6124,-0.3797,0,0
17,2023-06-14,2023-06-14 08:00:00,135,159,245,51,57,26.7,74.0,0.0,25.4,0,0,0,0,2,0,0.002824,1,78,29,8,1,0,0.4626,-0.461,0.455,0,0
18,2023-06-14,2023-06-14 08:00:00,12,14,10,1,1,17.1,43.2,0.0,21.3,0,0,0,0,0,2,9.4e-05,2,10,34,8,1,0,-0.2004,-1.0555,0.5091,0,0
