zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-02-16,2023-02-16 08:00:00,299,353,488,140,157,9.0,42.7,0.0,6.1,0,0,0,0,19,2,0.006633,1,8,40,8,1,0,-0.22,0.4336,0.8548,0,0
2,2023-02-16,2023-02-16 08:00:00,144,117,217,51,49,13.8,87.3,0.0,23.7,0,0,0,0,6,2,0.002914,2,33,22,8,1,0,-0.5243,-0.0094,0.4233,0,0
3,2023-02-16,2023-02-16 08:00:00,359,419,542,132,117,9.9,75.4,0.44,6.6,1,0,0,0,7,3,0.006732,3,74,16,8,1,0,0.9636,-0.797,-1.3215,0,0
4,2023-02-16,2023-02-16 08:00:00,143,125,223,47,49,-0.8,49.4,0.0,8.0,0,0,0,0,8,2,0.002701,4,9,8,8,1,0,0.691,1.4396,0.2253,0,0
5,2023-02-16,2023-02-16 08:00:00,101,90,152,34,35,7.5,43.3,0.0,7.0,0,0,0,0,8,2,0.001892,5,32,34,8,1,0,0.0261,0.1784,-1.4123,0,0
6,2023-02-16,2023-02-16 08:00:00,396,445,657,166,181,8.4,87.6,0.0,24.6,0,0,0,0,20,1,0.007804,6,8,76,8,1,0,0.4353,1.5213,0.4996,0,0
7,2023-02-16,2023-02-16 08:00:00,16,14,38,6,5,5.0,73.8,0.0,21.9,0,0,0,0,1,1,0.000379,7,74,58,8,1,0,0.7639,-1.6993,0.945,0,0
8,2023-02-16,2023-02-16 08:00:00,21,24,26,8,8,19.0,80.0,0.0,10.1,0,0,0,0,0,5,0.000364,0,62,80,8,1,0,-0.2297,0.2495,-0.5691,0,0
9,2023-02-16,2023-02-16 08:00:00,102,102,181,36,33,13.0,88.2,7.45,24.4,0,1,0,0,4,1,0.002192,1,5,25,8,1,0,-0.0536,0.028,0.7564,0,0
10,2023-02-16,2023-02-16 08:00:00,314,270,506,124,133,9.5,80.6,0.0,14.7,0,0,0,0,12,1,0.006386,2,48,40,8,1,0,1.2039,0.4629,0.226,0,0
11,2023-02-16,2023-02-16 08:00:00,238,233,361,95,103,14.2,76.2,3.3,10.3,0,1,0,0,9,1,0.004899,3,32,48,8,1,0,-0.0687,0.2755,0.2756,0,0
12,2023-02-16,2023-02-16 08:00:00,149,155,202,51,50,8.4,62.8,0.36,18.9,0,1,0,0,4,1,0.002814,4,16,53,8,1,0,-0.6528,-1.1766,-0.6381,0,0
13,2023-02-16,2023-02-16 08:00:00,15,15,26,4,3,12.1,85.2,0.67,8.6,1,0,0,0,0,0,0.000253,5,50,49,8,1,0,0.0874,1.2392,-0.026,0,0
14,2023-02-16,2023-02-16 08:00:00,56,64,109,18,18,7.4,68.7,0.0,24.5,0,0,0,0,2,1,0.001216,6,10,63,8,1,0,1.418,0.8553,0.2096,0,0
15,2023-02-16,2023-02-16 08:00:00,78,67,127,38,34,11.2,88.8,0.72,14.7,0,1,0,0,5,2,0.001712,7,20,53,8,1,0,-0.408,0.2329,-0.2576,0,0
16,2023-02-16,2023-02-16 08:00:00,381,423,581,147,158,4.5,60.1,0.0,10.9,0,0,0,0,11,1,0.007253,0,75,42,8,1,0,0.0398,0.6268,0.0637,0,0
17,2023-02-16,2023-02-16 08:00:00,151,144,221,50,55,10.6,67.9,0.75,12.2,1,0,0,0,3,0,0.002824,1,78,29,8,1,0,-0.1996,0.7063,0.6521,0,0
18,2023-02-16,2023-02-16 08:00:00,4,3,11,3,2,7.5,51.8,0.0,12.7,0,0,0,0,2,0,9.4e-05,2,10,34,8,1,0,-1.1669,-0.3635,-0.7343,0,0
19,2023-02-16,2023-02-16 08:00:00,54,48,74,23,21,2.6,84.1,4.27,23.9,1,0,0,0,1,2,0.001037,3,15,34,8,1,0,-0.2298,0.363,-0.5202,0,0
20,2023-02-16,2023-02-16 08:00:00,65,70,80,21,20,13.1,66.7,0.0,16.1,0,0,0,0,3,2,0.001046,4,53,40,8,1,0,0.0872,-1.4182,-0.7619,0,0
21,2023-02-16,2023-02-16 08:00:00,311,321,510,124,141,5.1,80.1,0.0,7.1,0,0,0,0,12,1,0.006254,5,51,25,8,1,0,-1.0439,0.5321,-1.0279,0,0
22,2023-02-16,2023-02-16 08:00:00,245,197,325,74,80,11.0,85.9,1.63,14.7,1,0,0,0,8,0,0.004519,6,50,31,8,1,0,0.4731,0.6268,-0.8958,0,0
23,2023-02-16,2023-02-16 08:00:00,83,78,142,30,32,4.8,73.4,0.0,33.5,0,0,0,0,4,2,0.001695,7,14,26,8,1,0,0.8344,-0.8088,-1.1202,0,0
24,2023-02-16,2023-02-16 08:00:00,2,2,5,1,1,4.7,47.8,0.0,14.9,0,0,0,0,0,0,3.6e-05,0,36,25,8,1,0,0.9474,-0.8285,-0.1778,0,0
25,2023-02-16,2023-02-16 08:00:00,20,21,26,11,11,12.6,57.7,2.5,30.6,1,0,0,0,1,1,0.000437,1,53,39,8,1,0,-1.1332,0.736,-0.1702,0,0
26,2023-02-16,2023-02-16 08:00:00,95,90,184,39,41,10.3,67.2,0.0,20.1,0,0,0,0,1,1,0.001895,2,33,46,8,1,0,0.6396,1.4516,0.3132,0,0
27,2023-02-16,2023-02-16 08:00:00,162,190,309,75,63,7.0,60.0,0.0,27.8,0,0,0,0,5,3,0.004045,3,34,9,8,1,0,1.1517,-0.0186,0.475,0,0
28,2023-02-16,2023-02-16 08:00:00,14,15,31,11,12,13.3,40.2,0.0,30.6,0,0,0,0,2,3,0.000366,4,56,39,8,1,0,-0.4453,1.7037,1.1561,0,0
29,2023-02-16,2023-02-16 08:00:00,25,26,45,11,10,9.0,88.0,0.0,7.5,0,0,0,0,2,0,0.000559,5,32,77,8,1,0,-0.1596,0.3811,-0.6643,0,0
