zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-05-02,2023-05-02 08:00:00,338,377,557,131,118,15.7,64.0,6.97,15.0,1,0,0,0,18,0,0.006633,1,8,40,8,1,0,0.1202,0.0127,-0.2667,0,0
2,2023-05-02,2023-05-02 08:00:00,185,217,251,48,43,21.9,69.5,0.0,10.8,0,0,0,0,5,3,0.002914,2,33,22,8,1,0,-1.2371,-1.2815,0.2914,0,0
3,2023-05-02,2023-05-02 08:00:00,315,269,519,125,120,17.1,88.7,0.0,26.0,0,0,0,0,15,1,0.006732,3,74,16,8,1,0,0.2557,-0.5073,0.5453,0,0
4,2023-05-02,2023-05-02 08:00:00,134,124,211,54,59,21.1,75.5,0.0,31.4,0,0,0,0,6,3,0.002701,4,9,8,8,1,0,-0.0293,-0.2139,-1.6501,0,0
5,2023-05-02,2023-05-02 08:00:00,84,94,155,43,48,20.2,64.2,0.37,10.0,1,0,0,0,2,3,0.001892,5,32,34,8,1,0,0.1115,-0.5391,-0.6282,0,0
6,2023-05-02,2023-05-02 08:00:00,409,356,643,138,142,9.2,70.7,0.0,7.6,0,0,0,0,22,0,0.007804,6,8,76,8,1,0,-0.7156,1.4944,0.399,0,0
7,2023-05-02,2023-05-02 08:00:00,17,16,25,10,9,11.3,49.8,0.32,5.3,1,0,0,0,0,0,0.000379,7,74,58,8,1,0,-0.0686,0.2924,0.609,0,0
8,2023-05-02,2023-05-02 08:00:00,31,29,28,5,5,21.3,88.8,0.0,12.2,0,0,0,0,0,1,0.000364,0,62,80,8,1,0,1.8636,1.7579,0.2867,0,0
9,2023-05-02,2023-05-02 08:00:00,118,96,174,50,56,20.7,45.4,1.01,20.6,1,1,0,0,4,1,0.002192,1,5,25,8,1,0,0.7777,0.3802,-0.7083,0,0
10,2023-05-02,2023-05-02 08:00:00,327,321,493,118,126,22.0,49.5,0.0,9.9,0,0,0,0,14,1,0.006386,2,48,40,8,1,0,0.5272,1.2753,1.015,0,0
11,2023-05-02,2023-05-02 08:00:00,231,238,394,92,98,14.4,54.9,0.0,15.1,0,0,0,0,14,1,0.004899,3,32,48,8,1,0,0.3968,0.8996,-0.7109,0,0
12,2023-05-02,2023-05-02 08:00:00,132,119,208,58,54,13.2,63.6,0.0,22.2,0,0,0,0,3,1,0.002814,4,16,53,8,1,0,0.755,1.0745,-0.6176,0,0
13,2023-05-02,2023-05-02 08:00:00,3,2,25,7,7,19.4,82.9,0.0,19.5,0,0,0,0,1,1,0.000253,5,50,49,8,1,0,-1.347,-0.2595,0.4011,0,0
14,2023-05-02,2023-05-02 08:00:00,81,74,98,19,17,16.3,82.6,1.92,28.4,1,0,0,0,1,2,0.001216,6,10,63,8,1,0,-0.0344,-0.2527,-0.5013,0,0
15,2023-05-02,2023-05-02 08:00:00,90,72,142,26,23,15.8,79.3,0.0,18.4,0,0,0,0,3,0,0.001712,7,20,53,8,1,0,-0.6168,0.4809,0.8221,0,0
16,2023-05-02,2023-05-02 08:00:00,344,374,576,140,134,21.8,64.3,4.81,25.9,1,0,0,0,13,1,0.007253,0,75,42,8,1,0,0.2519,1.3562,-0.0149,0,0
17,2023-05-02,2023-05-02 08:00:00,151,162,222,72,73,17.8,89.5,0.0,15.6,0,0,0,0,3,0,0.002824,1,78,29,8,1,0,-0.1496,0.2634,-0.8632,0,0
18,2023-05-02,2023-05-02 08:00:00,6,5,5,3,3,21.4,48.0,0.0,23.8,0,0,0,0,0,2,9.4e-05,2,10,34,8,1,0,0.8506,-1.6255,1.1411,0,0
19,2023-05-02,2023-05-02 08:00:00,54,63,77,17,15,27.0,78.5,2.79,15.5,1,0,0,0,1,0,0.001037,3,15,34,8,1,0,-0.6875,0.3974,-1.1971,0,0
20,2023-05-02,2023-05-02 08:00:00,64,52,66,25,22,11.1,57.9,0.0,34.0,0,0,0,0,1,1,0.001046,4,53,40,8,1,0,-0.9122,0.6551,0.9874,0,0
21,2023-05-02,2023-05-02 08:00:00,321,292,499,103,98,15.2,69.4,0.0,6.4,0,0,0,0,8,0,0.006254,5,51,25,8,1,0,0.1644,0.8357,-0.2709,0,0
22,2023-05-02,2023-05-02 08:00:00,221,221,370,85,96,20.7,75.0,0.0,9.6,0,0,0,0,14,0,0.004519,6,50,31,8,1,0,0.7165,-0.252,-0.8614,0,0
23,2023-05-02,2023-05-02 08:00:00,79,91,143,35,31,23.9,75.5,3.33,9.0,1,0,0,0,2,0,0.001695,7,14,26,8,1,0,0.0144,-0.4369,-0.6667,0,0
24,2023-05-02,2023-05-02 08:00:00,0,0,1,0,0,21.2,49.9,0.0,19.5,0,0,0,0,0,3,3.6e-05,0,36,25,8,1,0,-0.4168,0.1883,0.8128,0,0
25,2023-05-02,2023-05-02 08:00:00,26,27,53,11,9,20.3,79.2,0.0,18.5,0,0,0,0,0,2,0.000437,1,53,39,8,1,0,1.2973,0.8578,0.8131,0,0
26,2023-05-02,2023-05-02 08:00:00,99,109,154,38,43,14.7,82.5,0.0,13.3,0,0,0,0,8,1,0.001895,2,33,46,8,1,0,-0.0848,-0.6857,0.2016,0,0
