zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-04-18,2023-04-18 08:00:00,321,317,530,148,150,11.3,84.1,0.0,34.1,0,0,0,0,18,2,0.006633,1,8,40,8,1,0,1.3814,0.3157,-1.6111,0,0
2,2023-04-18,2023-04-18 08:00:00,156,181,237,48,42,16.9,77.5,0.0,9.4,0,0,0,0,8,0,0.002914,2,33,22,8,1,0,-0.9292,-0.0511,-0.4978,0,0
3,2023-04-18,2023-04-18 08:00:00,337,356,540,122,125,23.2,63.9,2.51,29.8,1,0,0,0,12,1,0.006732,3,74,16,8,1,0,0.69,-0.7198,-0.3285,0,0
4,2023-04-18,2023-04-18 08:00:00,163,140,211,42,46,14.8,85.8,0.0,33.0,0,0,0,0,5,2,0.002701,4,9,8,8,1,0,-0.9475,0.5907,-1.3797,0,0
5,2023-04-18,2023-04-18 08:00:00,81,93,164,31,28,28.3,55.1,0.0,14.1,0,0,0,0,1,1,0.001892,5,32,34,8,1,0,-0.3181,0.7287,0.2081,0,0
6,2023-04-18,2023-04-18 08:00:00,414,462,659,132,114,20.3,77.0,0.0,12.6,0,0,0,0,14,0,0.007804,6,8,76,8,1,0,-0.8259,-1.1788,0.4208,0,0
7,2023-04-18,2023-04-18 08:00:00,26,28,35,10,11,13.4,68.8,1.39,12.6,1,0,0,0,0,1,0.000379,7,74,58,8,1,0,0.37,0.2604,-0.459,0,0
8,2023-04-18,2023-04-18 08:00:00,18,17,23,7,8,24.1,88.4,4.07,25.9,1,0,0,0,1,1,0.000364,0,62,80,8,1,0,-0.7447,0.7902,0.2373,0,0
9,2023-04-18,2023-04-18 08:00:00,113,112,182,36,37,19.7,40.4,1.4,25.3,1,0,0,0,8,2,0.002192,1,5,25,8,1,0,0.8795,-0.2293,0.2597,0,0
10,2023-04-18,2023-04-18 08:00:00,342,361,518,136,120,16.7,73.3,7.0,34.6,1,0,0,0,13,1,0.006386,2,48,40,8,1,0,-0.5105,1.0329,-0.8646,0,0
11,2023-04-18,2023-04-18 08:00:00,262,260,394,89,92,20.8,81.1,20.35,34.8,1,0,0,0,9,1,0.004899,3,32,48,8,1,0,0.5645,0.1495,-1.4313,0,0
12,2023-04-18,2023-04-18 08:00:00,121,128,235,62,54,19.9,41.1,0.0,28.2,0,0,0,0,10,1,0.002814,4,16,53,8,1,0,-0.5133,-0.9249,0.1036,0,0
13,2023-04-18,2023-04-18 08:00:00,22,20,21,4,4,20.2,48.1,0.09,24.1,1,0,0,0,0,2,0.000253,5,50,49,8,1,0,0.1668,0.5648,0.3243,0,0
14,2023-04-18,2023-04-18 08:00:00,57,50,87,30,31,20.1,84.4,0.0,15.8,0,0,0,0,3,0,0.001216,6,10,63,8,1,0,-1.6031,-0.595,-0.18,0,0
15,2023-04-18,2023-04-18 08:00:00,85,98,144,42,43,21.8,55.5,0.0,10.9,0,0,0,0,1,1,0.001712,7,20,53,8,1,0,0.9685,-1.2914,0.5231,0,0
16,2023-04-18,2023-04-18 08:00:00,414,353,591,142,130,24.5,69.8,0.0,19.9,0,0,0,0,13,1,0.007253,0,75,42,8,1,0,-0.9718,-0.3797,1.2247,0,0
17,2023-04-18,2023-04-18 08:00:00,139,144,220,57,53,18.0,69.0,1.34,18.3,1,0,0,0,7,3,0.002824,1,78,29,8,1,0,0.2209,0.0821,-0.429,0,0
18,2023-04-18,2023-04-18 08:00:00,4,3,8,1,1,18.1,42.5,4.45,33.9,1,0,0,0,0,2,9.4e-05,2,10,34,8,1,0,-0.3454,-0.5431,-0.7392,0,0
19,2023-04-18,2023-04-18 08:00:00,46,49,85,10,10,16.5,45.1,0.0,9.7,0,0,0,0,0,1,0.001037,3,15,34,8,1,0,0.7507,-1.2738,0.4048,0,0
20,2023-04-18,2023-04-18 08:00:00,45,43,66,24,21,24.2,43.4,7.27,16.1,1,0,0,0,2,2,0.001046,4,53,40,8,1,0,0.2364,0.9104,0.9319,0,0
21,2023-04-18,2023-04-18 08:00:00,329,319,508,114,100,15.9,88.3,0.0,11.1,0,0,0,0,19,2,0.006254,5,51,25,8,1,0,0.8097,0.6509,0.0001,0,0
22,2023-04-18,2023-04-18 08:00:00,243,227,356,68,72,18.8,70.4,0.0,18.1,0,0,0,0,5,1,0.004519,6,50,31,8,1,0,-0.3796,0.7609,0.4157,0,0
23,2023-04-18,2023-04-18 08:00:00,89,103,136,39,44,22.7,61.8,0.0,15.9,0,0,0,0,2,1,0.001695,7,14,26,8,1,0,0.0968,-0.2351,0.6379,0,0
24,2023-04-18,2023-04-18 08:00:00,5,5,2,3,3,19.8,43.7,0.0,33.4,0,0,0,0,2,1,3.6e-05,0,36,25,8,1,0,0.012,0.1537,0.5225,0,0
25,2023-04-18,2023-04-18 08:00:00,23,19,45,13,14,17.2,47.3,0.0,11.9,0,0,0,0,1,3,0.000437,1,53,39,8,1,0,-1.4985,0.2606,-0.6454,0,0
26,2023-04-18,2023-04-18 08:00:00,87,85,144,44,46,19.8,78.6,0.0,7.3,0,0,0,0,2,2,0.001895,2,33,46,8,1,0,-0.0618,-0.0943,1.3164,0,0
27,2023-04-18,2023-04-18 08:00:00,228,212,321,66,72,15.8,69.7,0.0,17.1,0,0,0,0,7,2,0.004045,3,34,9,8,1,0,0.6553,1.4618,0.5224,0,0
28,2023-04-18,2023-04-18 08:00:00,22,18,23,7,6,29.6,50.0,0.0,7.4,0,0,0,0,1,2,0.000366,4,56,39,8,1,0,0.0522,-0.2092,-0.3086,0,0
29,2023-04-18,2023-04-18 08:00:00,24,25,49,13,11,22.7,82.8,0.0,5.9,0,0,0,0,1,1,0.000559,5,32,77,8,1,0,-0.0452,-0.3948,0.9823,0,0
30,2023-04-18,2023-04-18 08:00:00,61,69,111,15,14,16.0,80.1,0.0,14.2,0,0,0,0,1,2,0.001103,6,32,68,8,1,0,-0.4055,1.597,1.331,0,0
31,2023-04-18,2023-04-18 08:00:00,251,242,396,97,105,18.6,60.2,0.0,13.5,0,0,0,0,11,1,0.005001,7,63,23,8,1,0,-1.5888,1.006,0.3303,0,0
32,2023-04-18,2023-04-18 08:00:00,5,5,16,3,2,10.6,70.7,5.78,33.0,1,0,0,0,0,1,0.000171,0,22,36,8,1,0,0.9226,-0.3437,0.262,0,0
33,2023-04-18,2023-04-18 08:00:00,102,91,162,35,34,22.4,40.7,0.0,10.5,0,0,0,0,4,0,0.002071,1,73,38,8,1,0,0.0609,-0.4234,0.775,0,0
34,2023-04-18,2023-04-18 08:00:00,536,483,851,220,247,26.5,47.6,4.64,24.9,1,0,0,0,23,0,0.010511,2,59,79,8,1,0,-0.3038,-0.9467,0.3124,0,0
35,2023-04-18,2023-04-18 08:00:00,392,462,663,172,177,14.9,74.3,0.0,33.2,0,0,0,0,13,2,0.007928,3,51,33,8,1,0,-0.034,-1.4542,0.6331,0,0
36,2023-04-18,2023-04-18 08:00:00,115,94,190,55,54,18.2,81.8,0.0,29.6,0,0,0,0,10,0,0.002242,4,70,68,8,1,0,-0.377,1.0264,-0.1141,0,0
37,2023-04-18,2023-04-18 08:00:00,484,574,822,209,221,22.6,81.1,0.0,16.6,0,0,0,0,19,0,0.010246,5,11,19,8,1,0,0.203,1.1333,-0.0554,0,0
38,2023-04-18,2023-04-18 08:00:00,225,237,348,67,60,10.1,73.0,0.0,31.3,0,0,0,0,4,1,0.004397,6,25,59,8,1,0,0.3089,0.848,-0.4114,0,0
39,2023-04-18,2023-04-18 08:00:00,34,27,55,10,9,19.1,79.9,0.0,10.8,0,0,0,0,1,2,0.000659,7,54,53,8,1,0,-0.9603,-0.527,-1.0208,0,0
40,2023-04-18,2023-04-18 08:00:00,936,815,1426,335,341,21.6,50.6,0.0,5.9,0,0,0,0,45,2,0.018691,0,72,37,8,1,0,-0.8347,0.3648,0.8643,0,0
41,2023-04-18,2023-04-18 08:00:00,352,418,566,138,123,13.7,55.4,0.0,26.9,0,0,0,0,12,2,0.007144,1,6,19,8,1,0,-0.042,-0.4658,0.1531,0,0
42,2023-04-18,2023-04-18 08:00:00,380,307,627,160,141,11.7,87.1,0.0,25.5,0,0,0,0,22,0,0.008165,2,39,48,8,1,0,-0.4701,0.602,1.0158,0,0
43,2023-04-18,2023-04-18 08:00:00,546,553,838,212,197,20.6,73.6,0.0,7.4,0,0,0,0,23,0,0.010707,3,42,60,8,1,0,0.1996,-0.0789,0.5921,0,0
44,2023-04-18,2023-04-18 08:00:00,931,782,1612,378,350,22.9,42.8,0.0,25.9,0,0,0,0,32,1,0.019027,4,63,5,8,1,0,-0.586,-1.1842,-0.5127,0,0
45,2023-04-18,2023-04-18 08:00:00,646,700,1066,250,238,21.2,42.8,0.0,14.0,0,0,0,0,29,1,0.013462,5,69,27,8,1,0,-0.4316,1.1529,-0.3207,0,0
46,2023-04-18,2023-04-18 08:00:00,651,551,1094,245,210,15.9,50.9,1.26,25.3,1,0,0,0,32,1,0.013908,6,18,43,8,1,0,0.4391,0.2092,-0.7286,0,0
47,2023-04-18,2023-04-18 08:00:00,445,479,652,160,176,17.2,67.4,0.0,22.4,0,0,0,0,23,4,0.008501,7,30,24,8,1,0,0.7702,-0.4526,0.5558,0,0
48,2023-04-18,2023-04-18 08:00:00,1003,1080,1594,411,378,27.0,89.5,0.0,20.8,0,0,0,0,37,2,0.020576,0,25,74,8,1,0,0.206,-0.5798,0.305,0,0
49,2023-04-18,2023-04-18 08:00:00,469,464,806,201,187,30.5,55.4,0.93,17.7,0,1,0,0,11,0,0.010032,1,5,46,8,1,0,-1.6653,-1.5869,0.0784,0,0
50,2023-04-18,2023-04-18 08:00:00,299,333,457,122,124,22.6,56.3,0.0,8.6,0,0,0,0,11,3,0.005268,2,7,19,8,1,0,-0.49,0.8886,-0.8166,0,0
51,2023-04-18,2023-04-18 08:00:00,1001,1020,1553,390,433,28.7,62.5,0.0,28.2,0,0,0,0,48,0,0.019629,3,44,35,8,1,0,0.6341,0.7159,0.2142,0,0
52,2023-04-18,2023-04-18 08:00:00,431,436,788,188,208,25.3,59.9,0.0,6.6,0,0,0,0,15,2,0.008889,4,35,77,8,1,0,-0.2856,1.7789,0.1818,0,0
53,2023-04-18,2023-04-18 08:00:00,1100,1092,1703,408,369,12.6,73.3,0.0,25.0,0,0,0,0,40,3,0.021033,5,15,67,8,1,0,0.1474,0.5128,-0.2136,0,0
54,2023-04-18,2023-04-18 08:00:00,240,273,367,100,99,21.8,87.9,0.0,34.2,0,0,0,0,6,0,0.004801,6,73,21,8,1,0,-0.3525,-0.6949,-0.853,0,0
55,2023-04-18,2023-04-18 08:00:00,1075,965,1696,416,468,21.2,71.6,0.0,25.1,0,0,0,0,52,0,0.021139,7,65,75,8,1,0,0.8431,-0.6003,-0.4769,0,0
56,2023-04-18,2023-04-18 08:00:00,565,569,974,235,243,28.4,65.5,0.0,6.3,0,0,0,0,29,3,0.011748,0,38,72,8,1,0,-0.4207,-0.1843,-1.2661,0,0
57,2023-04-18,2023-04-18 08:00:00,996,853,1668,431,429,21.2,54.1,0.0,22.1,0,0,0,0,44,4,0.02046,1,32,74,8,1,0,-1.0587,-0.9995,-0.5641,0,0
58,2023-04-18,2023-04-18 08:00:00,1531,1651,2631,624,703,21.1,81.3,0.0,20.0,0,0,0,0,58,0,0.031197,2,44,56,8,1,0,0.4897,2.2038,0.4554,0,0
59,2023-04-18,2023-04-18 08:00:00,1432,1346,2339,588,587,20.9,40.1,0.03,32.2,1,0,0,0,50,0,0.028114,3,61,71,8,1,0,1.3366,0.1192,0.1157,0,0
60,2023-04-18,2023-04-18 08:00:00,1964,1716,3181,747,766,15.6,81.9,0.0,8.7,0,0,0,0,78,0,0.038926,4,20,36,8,1,0,0.4431,-0.1667,1.1602,0,0
61,2023-04-18,2023-04-18 08:00:00,227,205,373,100,86,15.9,61.7,0.98,21.6,1,0,0,0,7,2,0.004624,5,13,48,8,1,0,0.544,0.5345,-0.4383,0,0
62,2023-04-18,2023-04-18 08:00:00,1513,1436,2507,627,706,8.8,81.1,0.0,15.3,0,0,0,0,65,4,0.030974,6,80,75,8,1,0,0.5568,0.2993,-0.9367,0,0
63,2023-04-18,2023-04-18 08:00:00,842,765,1349,320,361,14.8,59.2,1.56,8.4,1,0,0,0,31,1,0.016773,7,80,33,8,1,0,0.3839,-0.5235,-0.3538,0,0
64,2023-04-18,2023-04-18 08:00:00,463,528,686,193,203,21.9,76.7,0.92,33.9,1,0,0,0,21,0,0.008923,0,14,12,8,1,0,0.4128,0.7486,-1.3485,0,0
65,2023-04-18,2023-04-18 08:00:00,508,474,796,203,175,13.5,44.8,0.0,16.3,0,0,0,0,24,1,0.010004,1,13,9,8,1,0,-1.0143,-0.3436,-0.633,0,0
66,2023-04-18,2023-04-18 08:00:00,321,373,481,135,143,18.1,55.2,7.14,33.3,1,0,0,0,13,2,0.006268,2,14,70,8,1,0,-0.3605,-0.5152,-0.3596,0,0
67,2023-04-18,2023-04-18 08:00:00,217,241,431,92,84,17.2,60.8,0.0,15.1,0,0,0,0,10,1,0.004721,3,40,67,8,1,0,0.516,0.6745,-1.4458,0,0
68,2023-04-18,2023-04-18 08:00:00,1453,1634,2189,544,607,16.5,70.1,4.17,11.5,1,0,0,0,66,0,0.027399,4,74,21,8,1,0,-0.2422,-0.4841,-0.0285,0,0
69,2023-04-18,2023-04-18 08:00:00,340,369,534,135,145,24.9,75.7,3.31,15.1,1,0,0,0,8,1,0.006648,5,78,65,8,1,0,-0.6295,1.5952,-0.6675,0,0
70,2023-04-18,2023-04-18 08:00:00,708,628,1106,264,233,26.7,57.6,0.0,12.3,0,0,0,0,33,0,0.013953,6,65,57,8,1,0,-0.8293,1.79,0.5875,0,0
71,2023-04-18,2023-04-18 08:00:00,173,183,268,69,78,19.7,79.7,7.49,28.8,1,0,0,0,6,2,0.003211,7,17,17,8,1,0,0.4409,-0.4211,-0.9307,0,0
72,2023-04-18,2023-04-18 08:00:00,378,365,676,174,184,27.5,74.2,0.0,14.0,0,0,0,0,16,0,0.008241,0,50,59,8,1,0,-1.4582,0.2238,0.7795,0,0
73,2023-04-18,2023-04-18 08:00:00,578,564,967,233,266,14.0,83.6,0.0,33.5,0,0,0,0,27,2,0.011943,1,64,11,8,1,0,0.9807,0.3178,1.2026,0,0
74,2023-04-18,2023-04-18 08:00:00,677,770,1151,275,270,21.5,83.5,0.52,10.4,1,0,0,0,28,2,0.013408,2,12,56,8,1,0,-0.9218,0.3441,-0.0248,0,0
75,2023-04-18,2023-04-18 08:00:00,1230,1083,2009,481,435,19.9,62.6,0.0,19.1,0,0,0,0,39,4,0.024782,3,18,36,8,1,0,-1.7151,-0.3866,-0.5589,0,0
76,2023-04-18,2023-04-18 08:00:00,1347,1151,2130,550,603,26.1,76.5,0.0,31.8,0,0,0,0,59,1,0.02668,4,29,73,8,1,0,-1.1538,-0.3947,-0.4577,0,0
77,2023-04-18,2023-04-18 08:00:00,445,403,676,173,147,15.0,55.1,0.0,25.6,0,0,0,0,19,2,0.008608,5,22,59,8,1,0,0.2998,0.229,2.8405,0,0
