zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-02-20,2023-02-20 08:00:00,304,302,537,129,112,15.0,40.9,0.0,31.8,0,0,0,0,9,3,0.006633,1,8,40,8,1,0,0.1094,0.3063,1.9017,0,0
2,2023-02-20,2023-02-20 08:00:00,144,160,235,56,62,17.0,81.2,0.0,6.5,0,0,0,0,7,1,0.002914,2,33,22,8,1,0,0.3444,0.2918,0.0345,0,0
3,2023-02-20,2023-02-20 08:00:00,338,334,540,130,134,10.0,62.5,0.0,18.3,0,0,0,0,14,0,0.006732,3,74,16,8,1,0,0.5635,0.7893,0.2939,0,0
4,2023-02-20,2023-02-20 08:00:00,131,126,212,43,45,12.6,73.2,0.0,31.1,0,0,0,0,10,0,0.002701,4,9,8,8,1,0,0.0045,1.057,-0.6086,0,0
5,2023-02-20,2023-02-20 08:00:00,106,122,150,42,44,14.6,85.5,1.28,12.9,1,1,0,0,7,1,0.001892,5,32,34,8,1,0,0.3348,-0.0386,-0.1438,0,0
6,2023-02-20,2023-02-20 08:00:00,383,336,631,134,129,5.7,68.1,3.27,20.3,1,0,0,0,14,2,0.007804,6,8,76,8,1,0,-1.3533,0.4044,1.23,0,0
7,2023-02-20,2023-02-20 08:00:00,14,15,25,9,7,8.9,41.7,0.0,23.2,0,0,0,0,3,0,0.000379,7,74,58,8,1,0,0.7454,-0.6993,0.4036,0,0
8,2023-02-20,2023-02-20 08:00:00,17,14,21,10,10,15.1,89.0,0.0,19.1,0,0,0,0,2,0,0.000364,0,62,80,8,1,0,0.0032,-0.1583,-0.3508,0,0
9,2023-02-20,2023-02-20 08:00:00,101,115,177,53,50,3.4,66.2,0.0,18.2,0,0,0,0,4,1,0.002192,1,5,25,8,1,0,0.8261,0.3672,0.7566,0,0
10,2023-02-20,2023-02-20 08:00:00,305,307,509,128,120,12.7,58.5,6.8,20.4,1,0,0,0,13,1,0.006386,2,48,40,8,1,0,0.3017,0.0054,-0.9489,0,0
11,2023-02-20,2023-02-20 08:00:00,243,195,392,84,74,10.3,64.3,0.0,24.9,0,0,0,0,11,2,0.004899,3,32,48,8,1,0,0.8562,0.2092,0.6015,0,0
12,2023-02-20,2023-02-20 08:00:00,152,179,200,62,55,7.7,54.1,0.0,24.3,0,0,0,0,4,1,0.002814,4,16,53,8,1,0,0.1508,-0.1436,0.1576,0,0
13,2023-02-20,2023-02-20 08:00:00,10,9,23,8,7,7.8,78.0,0.0,26.7,0,0,0,0,3,2,0.000253,5,50,49,8,1,0,1.1686,-1.933,0.839,0,0
