zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-06-12,2023-06-12 08:00:00,336,328,512,129,129,9.9,82.9,0.0,12.6,0,0,0,0,9,1,0.006633,1,8,40,8,1,0,0.5161,0.3471,0.8995,0,0
2,2023-06-12,2023-06-12 08:00:00,145,139,260,39,41,20.7,40.9,3.07,10.0,1,0,0,0,7,1,0.002914,2,33,22,8,1,0,0.3998,0.8937,-0.5546,0,0
3,2023-06-12,2023-06-12 08:00:00,338,314,523,163,184,16.9,68.6,0.0,15.8,0,0,0,0,8,2,0.006732,3,74,16,8,1,0,-0.3727,-0.5845,0.3698,0,0
4,2023-06-12,2023-06-12 08:00:00,142,146,222,49,52,20.6,52.4,0.0,20.4,0,0,0,0,3,1,0.002701,4,9,8,8,1,0,-1.6298,-0.4223,-0.1969,0,0
5,2023-06-12,2023-06-12 08:00:00,103,123,145,35,34,25.2,87.9,0.0,17.2,0,0,0,0,2,1,0.001892,5,32,34,8,1,0,-0.9283,0.3016,-2.8052,0,0
6,2023-06-12,2023-06-12 08:00:00,373,423,590,144,147,14.1,42.8,0.0,11.5,0,0,0,0,12,1,0.007804,6,8,76,8,1,0,-0.7428,0.214,0.2517,0,0
7,2023-06-12,2023-06-12 08:00:00,14,16,35,8,7,18.1,71.8,9.48,26.6,1,0,0,0,2,0,0.000379,7,74,58,8,1,0,1.1275,0.2027,-0.1138,0,0
8,2023-06-12,2023-06-12 08:00:00,21,22,25,3,3,20.8,42.1,0.0,32.5,0,0,0,0,2,0,0.000364,0,62,80,8,1,0,0.8199,-0.7998,-0.477,0,0
9,2023-06-12,2023-06-12 08:00:00,92,101,180,39,40,22.8,58.4,3.76,21.5,1,0,0,0,3,2,0.002192,1,5,25,8,1,0,0.2636,-0.6844,0.7068,0,0
10,2023-06-12,2023-06-12 08:00:00,307,367,534,136,136,26.3,50.9,0.0,23.9,0,0,0,0,12,0,0.006386,2,48,40,8,1,0,-1.3052,0.5879,1.5852,0,0
11,2023-06-12,2023-06-12 08:00:00,243,241,402,95,81,22.6,79.9,0.0,29.3,0,0,0,0,7,1,0.004899,3,32,48,8,1,0,-0.0153,1.6687,0.9925,0,0
12,2023-06-12,2023-06-12 08:00:00,127,130,187,56,48,16.9,84.5,0.0,28.8,0,0,0,0,6,2,0.002814,4,16,53,8,1,0,-0.1141,0.0311,-0.989,0,0
13,2023-06-12,2023-06-12 08:00:00,14,13,11,3,3,23.6,49.2,0.0,22.0,0,0,0,0,2,0,0.000253,5,50,49,8,1,0,-1.6201,0.2191,-0.7678,0,0
14,2023-06-12,2023-06-12 08:00:00,66,66,110,23,26,21.8,79.6,4.8,29.8,1,0,0,0,3,2,0.001216,6,10,63,8,1,0,-0.1931,-0.5666,0.5942,0,0
15,2023-06-12,2023-06-12 08:00:00,77,63,130,41,36,21.2,75.4,0.16,10.5,1,0,0,0,3,2,0.001712,7,20,53,8,1,0,0.0865,0.93,-1.1293,0,0
16,2023-06-12,2023-06-12 08:00:00,355,318,575,135,141,15.3,60.2,0.0,32.1,0,0,0,0,21,1,0.007253,0,75,42,8,1,0,0.1443,-1.6042,0.4446,0,0
17,2023-06-12,2023-06-12 08:00:00,131,155,213,52,58,10.5,40.8,0.0,34.6,0,0,0,0,7,1,0.002824,1,78,29,8,1,0,-0.9718,-0.11,-0.4526,0,0
18,2023-06-12,2023-06-12 08:00:00,4,4,10,1,0,18.5,65.3,1.24,19.3,1,0,0,0,2,2,9.4e-05,2,10,34,8,1,0,-0.0931,0.699,0.799,0,0
19,2023-06-12,2023-06-12 08:00:00,55,51,99,12,11,21.4,45.6,5.54,34.0,1,0,0,0,1,2,0.001037,3,15,34,8,1,0,-1.9025,-0.6733,1.1346,0,0
