zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-04-26,2023-04-26 08:00:00,323,382,532,129,128,9.9,71.5,0.0,14.8,0,0,0,0,17,3,0.006633,1,8,40,8,1,0,0.3372,-0.3345,0.1561,0,0
2,2023-04-26,2023-04-26 08:00:00,163,145,254,56,63,19.3,45.9,0.0,23.6,0,0,0,0,4,1,0.002914,2,33,22,8,1,0,-1.7915,0.3752,-0.819,0,0
3,2023-04-26,2023-04-26 08:00:00,331,338,567,124,119,29.8,57.3,0.91,21.7,1,0,0,0,14,2,0.006732,3,74,16,8,1,0,0.3873,0.7821,0.9637,0,0
4,2023-04-26,2023-04-26 08:00:00,126,101,196,66,69,15.7,67.3,3.51,22.2,1,0,0,0,4,2,0.002701,4,9,8,8,1,0,-0.2174,-1.6653,0.5135,0,0
5,2023-04-26,2023-04-26 08:00:00,88,76,169,27,29,15.9,67.4,0.0,13.9,0,0,0,0,4,2,0.001892,5,32,34,8,1,0,-0.1338,-1.4255,-0.3543,0,0
6,2023-04-26,2023-04-26 08:00:00,409,437,600,141,138,17.1,79.7,0.0,24.8,0,0,0,0,9,0,0.007804,6,8,76,8,1,0,-0.8145,-1.2111,0.3316,0,0
7,2023-04-26,2023-04-26 08:00:00,18,16,28,9,9,16.7,53.1,1.28,17.0,1,0,0,0,1,1,0.000379,7,74,58,8,1,0,0.6821,-0.8996,-0.4904,0,0
8,2023-04-26,2023-04-26 08:00:00,19,19,37,8,7,15.6,47.0,3.18,18.9,1,0,0,0,1,0,0.000364,0,62,80,8,1,0,0.0163,-1.2402,0.0501,0,0
9,2023-04-26,2023-04-26 08:00:00,109,119,180,47,45,25.8,49.2,0.0,15.3,0,0,0,0,3,0,0.002192,1,5,25,8,1,0,1.216,-0.4987,0.028,0,0
10,2023-04-26,2023-04-26 08:00:00,302,316,525,129,148,20.0,44.9,0.1,29.8,1,0,0,0,11,1,0.006386,2,48,40,8,1,0,-0.7806,1.8648,-1.356,0,0
11,2023-04-26,2023-04-26 08:00:00,251,228,419,95,82,29.2,43.0,0.99,28.7,1,0,0,0,6,0,0.004899,3,32,48,8,1,0,0.4404,0.1436,-0.1603,0,0
12,2023-04-26,2023-04-26 08:00:00,157,128,227,65,72,24.1,88.9,0.0,26.5,0,0,0,0,4,0,0.002814,4,16,53,8,1,0,0.5321,-1.0252,0.1233,0,0
13,2023-04-26,2023-04-26 08:00:00,8,8,33,6,5,21.6,55.4,3.46,13.5,1,0,0,0,0,1,0.000253,5,50,49,8,1,0,-0.56,-0.0401,-0.7456,0,0
14,2023-04-26,2023-04-26 08:00:00,55,62,108,22,20,19.6,76.8,0.0,12.8,0,0,0,0,1,0,0.001216,6,10,63,8,1,0,0.7107,-0.449,1.1957,0,0
