zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-01-27,2023-01-27 08:00:00,325,272,524,124,119,12.9,83.3,0.0,27.6,0,0,0,0,12,0,0.006633,1,8,40,8,1,0,-0.3987,-0.4967,0.8318,0,0
2,2023-01-27,2023-01-27 08:00:00,141,113,207,60,54,12.6,47.2,0.05,18.7,1,0,0,0,6,1,0.002914,2,33,22,8,1,0,0.3018,-1.2522,0.3719,0,0
3,2023-01-27,2023-01-27 08:00:00,362,405,527,123,108,15.2,78.7,0.0,15.2,0,0,0,0,13,1,0.006732,3,74,16,8,1,0,0.1307,0.7237,0.7919,0,0
4,2023-01-27,2023-01-27 08:00:00,134,108,227,49,47,12.5,80.9,2.95,11.1,1,0,0,0,8,0,0.002701,4,9,8,8,1,0,-0.2173,-1.774,0.2308,0,0
5,2023-01-27,2023-01-27 08:00:00,104,118,148,48,51,1.0,65.2,0.0,15.5,0,0,0,0,3,1,0.001892,5,32,34,8,1,0,-0.0705,1.5137,-1.0667,0,0
6,2023-01-27,2023-01-27 08:00:00,383,448,604,175,176,10.5,76.8,0.66,30.9,1,0,0,0,13,1,0.007804,6,8,76,8,1,0,-0.6864,-1.9199,0.942,0,0
7,2023-01-27,2023-01-27 08:00:00,27,23,24,6,5,14.0,66.4,0.0,34.2,0,0,0,0,1,2,0.000379,7,74,58,8,1,0,0.445,-0.9608,-0.7743,0,0
8,2023-01-27,2023-01-27 08:00:00,21,17,35,8,7,4.2,72.3,14.86,21.9,1,0,0,0,0,0,0.000364,0,62,80,8,1,0,-0.5501,0.2033,0.4621,0,0
9,2023-01-27,2023-01-27 08:00:00,117,102,160,41,45,0.3,87.8,0.0,21.4,0,0,0,0,4,1,0.002192,1,5,25,8,1,0,0.1739,1.1063,0.5602,0,0
10,2023-01-27,2023-01-27 08:00:00,310,348,543,101,97,10.1,72.0,0.0,27.9,0,0,0,0,12,0,0.006386,2,48,40,8,1,0,0.651,-0.6248,-0.1102,0,0
11,2023-01-27,2023-01-27 08:00:00,264,248,377,93,80,11.1,41.7,0.0,29.3,0,0,0,0,6,1,0.004899,3,32,48,8,1,0,-0.8518,-0.0351,-0.7472,0,0
12,2023-01-27,2023-01-27 08:00:00,126,136,206,63,69,10.4,72.3,0.0,21.5,0,0,0,0,10,2,0.002814,4,16,53,8,1,0,-0.4672,-0.4333,0.2574,0,0
13,2023-01-27,2023-01-27 08:00:00,13,12,20,12,13,7.5,83.5,0.0,20.8,0,0,0,0,1,1,0.000253,5,50,49,8,1,0,1.09,-0.735,0.3205,0,0
14,2023-01-27,2023-01-27 08:00:00,61,63,93,29,26,3.4,48.9,0.0,20.4,0,0,0,0,3,0,0.001216,6,10,63,8,1,0,0.5698,-0.8844,-0.2876,0,0
15,2023-01-27,2023-01-27 08:00:00,80,64,115,38,43,8.7,74.0,8.25,23.7,1,0,0,0,2,1,0.001712,7,20,53,8,1,0,0.2387,-0.0812,-1.2258,0,0
16,2023-01-27,2023-01-27 08:00:00,370,375,631,137,142,12.4,65.6,0.0,8.2,0,0,0,0,15,0,0.007253,0,75,42,8,1,0,0.0403,-0.0674,-0.391,0,0
17,2023-01-27,2023-01-27 08:00:00,151,166,242,42,37,1.2,65.4,2.59,10.9,1,0,0,0,8,0,0.002824,1,78,29,8,1,0,0.9389,0.1053,-0.4742,0,0
18,2023-01-27,2023-01-27 08:00:00,9,9,9,0,0,19.1,64.3,0.0,23.2,0,0,0,0,0,3,9.4e-05,2,10,34,8,1,0,-0.5826,-0.023,0.7301,0,0
19,2023-01-27,2023-01-27 08:00:00,57,50,94,18,15,9.2,85.1,0.39,20.0,0,1,0,0,2,4,0.001037,3,15,34,8,1,0,0.3126,0.2724,-1.0908,0,0
20,2023-01-27,2023-01-27 08:00:00,55,61,69,19,20,13.5,54.7,0.0,35.0,0,0,0,0,6,1,0.001046,4,53,40,8,1,0,1.2284,0.9356,0.7248,0,0
21,2023-01-27,2023-01-27 08:00:00,312,269,488,102,98,1.3,80.7,0.0,21.0,0,0,0,0,13,4,0.006254,5,51,25,8,1,0,0.7546,-1.4385,-0.3754,0,0
22,2023-01-27,2023-01-27 08:00:00,229,207,335,95,105,9.8,61.5,0.11,9.9,1,0,0,0,8,1,0.004519,6,50,31,8,1,0,0.7504,-0.7745,-1.094,0,0
23,2023-01-27,2023-01-27 08:00:00,91,94,135,40,35,15.9,47.5,0.0,24.7,0,0,0,0,5,0,0.001695,7,14,26,8,1,0,-0.5814,-0.1468,0.049,0,0
24,2023-01-27,2023-01-27 08:00:00,1,0,5,0,0,6.3,89.2,0.0,33.4,0,0,0,0,0,5,3.6e-05,0,36,25,8,1,0,0.1461,1.3408,0.2467,0,0
25,2023-01-27,2023-01-27 08:00:00,22,18,36,4,4,8.6,80.3,0.0,18.6,0,0,0,0,2,0,0.000437,1,53,39,8,1,0,0.6422,-0.0933,-0.0409,0,0
26,2023-01-27,2023-01-27 08:00:00,97,103,146,41,36,-3.1,52.4,3.76,14.2,0,1,0,0,2,1,0.001895,2,33,46,8,1,0,0.3268,0.0896,-0.189,0,0
27,2023-01-27,2023-01-27 08:00:00,179,184,309,69,63,2.1,87.8,0.0,20.0,0,0,0,0,6,1,0.004045,3,34,9,8,1,0,-1.0046,0.0117,-0.6219,0,0
