zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-05-27,2023-05-27 08:00:00,227,191,320,65,70,20.7,53.1,0.0,29.3,0,0,0,0,3,2,0.006633,1,8,40,8,1,1,1.4094,-0.7535,1.0306,0,0
2,2023-05-27,2023-05-27 08:00:00,111,111,165,44,46,22.7,59.9,0.0,10.8,0,0,0,0,10,2,0.002914,2,33,22,8,1,1,0.5769,-0.4741,1.1616,0,0
3,2023-05-27,2023-05-27 08:00:00,242,287,340,101,111,11.5,66.6,0.68,7.3,1,0,0,0,17,1,0.006732,3,74,16,8,1,1,-0.6177,-1.3685,0.1069,0,0
4,2023-05-27,2023-05-27 08:00:00,82,74,138,53,48,14.3,68.0,0.0,8.4,0,0,0,0,5,1,0.002701,4,9,8,8,1,1,-0.3778,-0.2088,0.1269,0,0
5,2023-05-27,2023-05-27 08:00:00,59,66,82,26,29,19.6,79.3,0.0,34.6,0,0,0,0,6,1,0.001892,5,32,34,8,1,1,-0.349,0.3153,0.2568,0,0
6,2023-05-27,2023-05-27 08:00:00,245,278,417,104,106,19.1,53.8,0.0,20.0,0,0,0,0,11,0,0.007804,6,8,76,8,1,1,1.1311,-0.5586,-0.3955,0,0
7,2023-05-27,2023-05-27 08:00:00,8,8,23,5,5,17.9,45.2,0.0,13.8,0,0,0,0,0,1,0.000379,7,74,58,8,1,1,-0.86,-0.0351,0.9724,0,0
8,2023-05-27,2023-05-27 08:00:00,10,9,21,6,6,11.0,69.7,0.0,34.9,0,0,0,0,2,0,0.000364,0,62,80,8,1,1,-1.1665,-0.3578,0.2615,0,0
9,2023-05-27,2023-05-27 08:00:00,63,63,121,29,28,15.4,87.7,0.0,13.1,0,0,0,0,9,0,0.002192,1,5,25,8,1,1,-0.0553,0.657,0.6643,0,0
10,2023-05-27,2023-05-27 08:00:00,201,209,328,86,81,15.7,54.8,0.0,9.3,0,0,0,0,10,1,0.006386,2,48,40,8,1,1,-1.0083,0.2542,0.8018,0,0
11,2023-05-27,2023-05-27 08:00:00,156,169,249,51,52,16.7,74.7,0.0,12.9,0,0,0,0,10,2,0.004899,3,32,48,8,1,1,0.0887,0.2248,-1.4531,0,0
12,2023-05-27,2023-05-27 08:00:00,82,89,139,31,27,15.5,75.9,0.0,22.5,0,0,0,0,8,2,0.002814,4,16,53,8,1,1,0.2733,0.5005,-1.2189,0,0
13,2023-05-27,2023-05-27 08:00:00,8,7,11,4,4,25.4,48.9,0.0,17.1,0,0,0,0,0,0,0.000253,5,50,49,8,1,1,-0.1718,-0.3131,-0.0773,0,0
14,2023-05-27,2023-05-27 08:00:00,43,42,66,15,13,19.2,62.5,0.0,9.4,0,0,0,0,3,2,0.001216,6,10,63,8,1,1,-1.3313,0.2433,0.2191,0,0
15,2023-05-27,2023-05-27 08:00:00,68,73,74,28,27,23.2,46.7,0.0,23.9,0,0,0,0,3,0,0.001712,7,20,53,8,1,1,0.2797,-1.3518,-0.8807,0,0
16,2023-05-27,2023-05-27 08:00:00,243,254,414,89,90,26.6,53.4,0.0,5.2,0,0,0,0,17,1,0.007253,0,75,42,8,1,1,-0.6296,-0.8389,-0.2824,0,0
17,2023-05-27,2023-05-27 08:00:00,93,81,155,40,34,29.3,61.9,0.77,21.1,0,1,0,0,6,2,0.002824,1,78,29,8,1,1,0.9719,0.3794,-0.3681,0,0
18,2023-05-27,2023-05-27 08:00:00,3,2,4,1,1,19.4,42.4,2.05,10.6,1,0,0,0,1,3,9.4e-05,2,10,34,8,1,1,1.6073,-0.1475,-0.0599,0,0
19,2023-05-27,2023-05-27 08:00:00,37,41,55,11,10,17.7,47.6,0.0,11.6,0,0,0,0,3,0,0.001037,3,15,34,8,1,1,0.0345,-0.19,-1.1857,0,0
20,2023-05-27,2023-05-27 08:00:00,24,22,60,20,19,24.4,72.3,0.0,28.2,0,0,0,0,1,0,0.001046,4,53,40,8,1,1,-0.5897,-0.8455,-0.4324,0,0
21,2023-05-27,2023-05-27 08:00:00,229,223,338,89,100,22.0,63.8,0.0,7.1,0,0,0,0,19,2,0.006254,5,51,25,8,1,1,0.1291,-0.1754,-0.4422,0,0
22,2023-05-27,2023-05-27 08:00:00,152,155,222,54,61,20.5,68.4,0.0,23.1,0,0,0,0,8,1,0.004519,6,50,31,8,1,1,0.2444,0.8747,0.4071,0,0
23,2023-05-27,2023-05-27 08:00:00,51,45,75,20,22,17.4,68.2,0.17,14.9,1,0,0,0,1,0,0.001695,7,14,26,8,1,1,-0.6982,-0.3162,0.1804,0,0
24,2023-05-27,2023-05-27 08:00:00,1,0,2,0,0,15.0,52.1,0.0,32.6,0,0,0,0,0,0,3.6e-05,0,36,25,8,1,1,0.6494,0.9223,0.7441,0,0
25,2023-05-27,2023-05-27 08:00:00,22,21,25,5,4,20.2,72.3,0.0,25.3,0,0,0,0,0,2,0.000437,1,53,39,8,1,1,-1.5586,-0.9233,-0.8331,0,0
26,2023-05-27,2023-05-27 08:00:00,62,58,82,22,24,28.2,89.5,1.32,11.1,1,0,0,0,4,4,0.001895,2,33,46,8,1,1,-0.7283,-0.7135,1.0579,0,0
27,2023-05-27,2023-05-27 08:00:00,138,120,246,47,43,27.1,83.3,0.0,19.0,0,0,0,0,5,0,0.004045,3,34,9,8,1,1,-0.2939,-0.4427,0.6175,0,0
28,2023-05-27,2023-05-27 08:00:00,12,11,12,4,3,17.7,75.4,0.0,7.4,0,0,0,0,0,0,0.000366,4,56,39,8,1,1,-0.6057,1.9302,0.7732,0,0
29,2023-05-27,2023-05-27 08:00:00,26,28,29,13,11,26.3,50.2,0.0,20.4,0,0,0,0,2,1,0.000559,5,32,77,8,1,1,0.1482,0.4002,-0.0609,0,0
30,2023-05-27,2023-05-27 08:00:00,41,33,64,14,14,20.0,84.7,1.12,18.0,1,0,0,0,2,0,0.001103,6,32,68,8,1,1,0.0558,0.7198,-0.0216,0,0
31,2023-05-27,2023-05-27 08:00:00,181,193,247,72,76,24.7,70.1,3.63,28.6,1,0,0,0,4,0,0.005001,7,63,23,8,1,1,0.1872,0.3456,-0.0267,0,0
32,2023-05-27,2023-05-27 08:00:00,5,5,6,0,0,21.4,64.6,0.0,15.2,0,0,0,0,0,2,0.000171,0,22,36,8,1,1,0.4432,-0.7023,-0.5458,0,0
33,2023-05-27,2023-05-27 08:00:00,74,79,114,15,15,22.7,44.1,0.0,8.8,0,0,0,0,4,5,0.002071,1,73,38,8,1,1,0.731,0.7784,-0.5068,0,0
34,2023-05-27,2023-05-27 08:00:00,349,287,527,149,130,11.7,49.0,3.11,5.1,1,0,0,0,18,0,0.010511,2,59,79,8,1,1,-1.0354,0.467,0.0714,0,0
35,2023-05-27,2023-05-27 08:00:00,255,270,408,123,140,27.4,84.7,5.97,32.0,1,0,0,0,10,2,0.007928,3,51,33,8,1,1,-1.3471,0.3268,-0.1961,0,0
36,2023-05-27,2023-05-27 08:00:00,74,62,112,21,20,17.0,68.6,0.12,16.6,1,0,0,0,6,1,0.002242,4,70,68,8,1,1,0.5269,-0.6203,1.3945,0,0
37,2023-05-27,2023-05-27 08:00:00,330,364,497,142,140,29.8,84.4,0.0,23.5,0,0,0,0,21,1,0.010246,5,11,19,8,1,1,-0.2936,0.0076,0.7336,0,0
38,2023-05-27,2023-05-27 08:00:00,129,151,251,67,64,14.2,48.2,14.07,23.1,1,0,0,0,8,3,0.004397,6,25,59,8,1,1,1.0228,-0.7871,-0.908,0,0
39,2023-05-27,2023-05-27 08:00:00,20,21,40,9,8,17.7,43.9,0.0,10.9,0,0,0,0,2,0,0.000659,7,54,53,8,1,1,-0.3254,1.3367,-0.9679,0,0
40,2023-05-27,2023-05-27 08:00:00,587,561,1012,226,216,13.1,59.9,0.0,10.3,0,0,0,0,43,3,0.018691,0,72,37,8,1,1,-0.5358,-1.0146,-0.4784,0,0
41,2023-05-27,2023-05-27 08:00:00,221,255,366,103,107,14.0,61.3,11.13,32.4,1,0,0,0,23,2,0.007144,1,6,19,8,1,1,0.6962,-0.4328,-1.1164,0,0
42,2023-05-27,2023-05-27 08:00:00,286,335,439,125,132,30.1,63.9,0.0,13.6,0,0,0,0,18,2,0.008165,2,39,48,8,1,1,1.0146,-0.1228,-1.1528,0,0
43,2023-05-27,2023-05-27 08:00:00,372,326,495,149,137,19.0,58.3,1.97,15.9,1,0,0,0,19,0,0.010707,3,42,60,8,1,1,1.5743,-0.2474,0.5713,0,0
44,2023-05-27,2023-05-27 08:00:00,657,772,1025,276,238,18.3,89.3,0.0,24.2,0,0,0,0,32,1,0.019027,4,63,5,8,1,1,0.0319,0.0371,1.0248,0,0
45,2023-05-27,2023-05-27 08:00:00,420,454,718,172,175,29.5,87.3,0.0,8.9,0,0,0,0,24,2,0.013462,5,69,27,8,1,1,0.0983,-1.0615,-0.3772,0,0
46,2023-05-27,2023-05-27 08:00:00,477,403,740,167,144,16.9,59.5,0.0,17.7,0,0,0,0,29,1,0.013908,6,18,43,8,1,1,0.13,1.1244,0.5438,0,0
47,2023-05-27,2023-05-27 08:00:00,259,285,431,108,101,4.9,72.4,0.0,12.8,0,0,0,0,22,2,0.008501,7,30,24,8,1,1,0.9064,-0.3704,0.2245,0,0
