zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-04-21,2023-04-21 08:00:00,322,271,523,162,149,6.3,80.4,0.0,32.2,0,0,0,0,12,1,0.006633,1,8,40,8,1,0,-0.2703,-0.1303,-0.5304,0,0
2,2023-04-21,2023-04-21 08:00:00,138,154,208,68,66,18.1,72.6,0.0,26.0,0,0,0,0,6,1,0.002914,2,33,22,8,1,0,0.4694,-0.7162,1.0246,0,0
3,2023-04-21,2023-04-21 08:00:00,355,368,530,143,132,17.8,46.6,3.93,9.7,1,0,0,0,12,1,0.006732,3,74,16,8,1,0,0.589,-0.143,0.0459,0,0
4,2023-04-21,2023-04-21 08:00:00,121,97,231,56,55,21.7,67.1,0.0,28.7,0,0,0,0,3,1,0.002701,4,9,8,8,1,0,0.1986,-0.1639,-0.4108,0,0
5,2023-04-21,2023-04-21 08:00:00,96,97,142,36,32,25.9,58.8,0.0,7.3,0,0,0,0,3,0,0.001892,5,32,34,8,1,0,0.2126,0.2947,-0.8095,0,0
6,2023-04-21,2023-04-21 08:00:00,395,325,628,161,169,18.4,72.3,0.0,32.3,0,0,0,0,14,3,0.007804,6,8,76,8,1,0,0.3859,1.5708,-0.5512,0,0
7,2023-04-21,2023-04-21 08:00:00,17,19,22,11,9,19.8,78.7,0.58,15.4,1,0,0,0,1,0,0.000379,7,74,58,8,1,0,-0.4372,-0.7337,0.5726,0,0
8,2023-04-21,2023-04-21 08:00:00,18,16,29,8,9,27.4,46.8,0.0,26.3,0,0,0,0,3,1,0.000364,0,62,80,8,1,0,-0.569,0.0551,0.6174,0,0
9,2023-04-21,2023-04-21 08:00:00,126,114,201,45,45,18.1,84.2,0.0,13.8,0,0,0,0,6,1,0.002192,1,5,25,8,1,0,0.763,-0.0631,-0.0497,0,0
10,2023-04-21,2023-04-21 08:00:00,329,287,570,112,118,28.9,53.5,0.0,24.4,0,0,0,0,18,0,0.006386,2,48,40,8,1,0,0.8619,-0.1184,0.3209,0,0
11,2023-04-21,2023-04-21 08:00:00,212,247,417,88,86,17.1,54.3,12.3,21.1,1,0,0,0,8,0,0.004899,3,32,48,8,1,0,-0.8555,0.8968,1.1395,0,0
12,2023-04-21,2023-04-21 08:00:00,134,111,227,46,50,22.4,76.3,0.65,15.5,1,0,0,0,7,1,0.002814,4,16,53,8,1,0,0.8568,-0.2048,0.3026,0,0
13,2023-04-21,2023-04-21 08:00:00,15,17,18,7,6,28.1,61.3,0.18,33.9,1,0,0,0,2,1,0.000253,5,50,49,8,1,0,-0.0937,0.0271,-0.0719,0,0
14,2023-04-21,2023-04-21 08:00:00,66,77,97,22,19,28.8,46.5,0.0,26.9,0,0,0,0,1,1,0.001216,6,10,63,8,1,0,0.3284,0.2833,-0.0772,0,0
15,2023-04-21,2023-04-21 08:00:00,101,108,132,28,30,21.8,50.5,0.0,26.6,0,0,0,0,5,1,0.001712,7,20,53,8,1,0,-1.378,1.0643,0.7028,0,0
16,2023-04-21,2023-04-21 08:00:00,341,280,630,162,173,10.9,68.4,1.85,20.2,1,0,0,0,16,1,0.007253,0,75,42,8,1,0,-0.4428,-0.4151,-0.9881,0,0
17,2023-04-21,2023-04-21 08:00:00,120,116,210,71,66,27.7,89.2,0.0,34.2,0,0,0,0,2,1,0.002824,1,78,29,8,1,0,0.2823,-0.2148,1.2678,0,0
18,2023-04-21,2023-04-21 08:00:00,5,4,4,3,2,14.0,49.6,0.0,23.0,0,0,0,0,0,3,9.4e-05,2,10,34,8,1,0,1.4839,-0.9286,0.4344,0,0
19,2023-04-21,2023-04-21 08:00:00,59,69,90,17,16,16.3,40.6,0.0,23.4,0,0,0,0,2,1,0.001037,3,15,34,8,1,0,-0.7047,0.0139,0.5057,0,0
20,2023-04-21,2023-04-21 08:00:00,47,44,87,19,20,10.4,84.7,0.0,7.8,0,0,0,0,2,0,0.001046,4,53,40,8,1,0,-0.9992,-0.1302,0.1493,0,0
21,2023-04-21,2023-04-21 08:00:00,283,246,488,138,144,19.8,74.4,0.0,9.4,0,0,0,0,9,1,0.006254,5,51,25,8,1,0,0.4601,1.4428,-1.0715,0,0
22,2023-04-21,2023-04-21 08:00:00,258,220,397,80,88,25.0,64.1,0.0,31.1,0,0,0,0,8,1,0.004519,6,50,31,8,1,0,-0.344,-0.0232,-0.4715,0,0
23,2023-04-21,2023-04-21 08:00:00,71,57,140,37,36,14.0,68.5,1.77,12.9,1,0,0,0,2,0,0.001695,7,14,26,8,1,0,-0.7742,0.2885,-0.2956,0,0
24,2023-04-21,2023-04-21 08:00:00,0,0,2,0,0,22.8,69.6,0.0,9.1,0,0,0,0,3,1,3.6e-05,0,36,25,8,1,0,-0.5073,0.183,-1.5241,0,0
25,2023-04-21,2023-04-21 08:00:00,16,14,28,16,16,17.9,44.8,0.0,33.6,0,0,0,0,0,0,0.000437,1,53,39,8,1,0,0.4236,-0.4405,1.519,0,0
26,2023-04-21,2023-04-21 08:00:00,101,95,143,39,36,18.1,58.5,0.0,34.6,0,0,0,0,4,3,0.001895,2,33,46,8,1,0,-0.7891,0.1301,0.5223,0,0
27,2023-04-21,2023-04-21 08:00:00,215,177,312,70,68,22.9,80.5,0.0,33.6,0,0,0,0,6,3,0.004045,3,34,9,8,1,0,0.2041,0.0943,-1.2463,0,0
28,2023-04-21,2023-04-21 08:00:00,19,21,28,10,10,20.5,71.2,0.0,15.5,0,0,0,0,1,2,0.000366,4,56,39,8,1,0,-1.6214,-0.8597,0.308,0,0
29,2023-04-21,2023-04-21 08:00:00,24,26,48,12,10,11.6,70.6,0.0,6.4,0,0,0,0,4,1,0.000559,5,32,77,8,1,0,-0.2228,0.938,0.7295,0,0
30,2023-04-21,2023-04-21 08:00:00,60,52,93,19,18,14.6,50.1,0.0,28.5,0,0,0,0,3,0,0.001103,6,32,68,8,1,0,-1.273,-0.1551,0.9726,0,0
31,2023-04-21,2023-04-21 08:00:00,275,234,365,105,113,25.3,40.6,0.71,28.1,1,0,0,0,11,1,0.005001,7,63,23,8,1,0,0.1092,-0.4374,-0.083,0,0
32,2023-04-21,2023-04-21 08:00:00,9,8,13,5,5,13.9,66.4,3.58,28.1,1,0,0,0,0,2,0.000171,0,22,36,8,1,0,0.3184,1.1992,-0.8398,0,0
33,2023-04-21,2023-04-21 08:00:00,110,96,184,48,54,16.2,61.9,0.0,8.8,0,0,0,0,6,2,0.002071,1,73,38,8,1,0,-0.4672,-0.7191,0.1473,0,0
34,2023-04-21,2023-04-21 08:00:00,557,646,842,219,250,17.4,65.3,0.0,7.8,0,0,0,0,21,2,0.010511,2,59,79,8,1,0,-0.1203,0.0356,-0.1951,0,0
35,2023-04-21,2023-04-21 08:00:00,383,394,629,151,136,13.8,71.9,2.86,19.8,1,0,0,0,9,0,0.007928,3,51,33,8,1,0,0.0243,-0.6542,-0.9364,0,0
36,2023-04-21,2023-04-21 08:00:00,99,84,189,54,57,18.8,48.3,5.83,7.4,1,0,0,0,3,1,0.002242,4,70,68,8,1,0,-0.4819,-1.38,0.8196,0,0
37,2023-04-21,2023-04-21 08:00:00,510,410,840,219,242,8.8,82.3,0.0,13.8,0,0,0,0,20,3,0.010246,5,11,19,8,1,0,-0.8234,0.0875,0.1245,0,0
38,2023-04-21,2023-04-21 08:00:00,206,224,296,83,73,26.0,77.4,0.0,8.3,0,0,0,0,4,4,0.004397,6,25,59,8,1,0,0.8619,1.1121,-0.3795,0,0
39,2023-04-21,2023-04-21 08:00:00,36,40,57,15,13,24.2,57.3,0.0,19.5,0,0,0,0,1,3,0.000659,7,54,53,8,1,0,0.9374,-1.286,-1.2209,0,0
40,2023-04-21,2023-04-21 08:00:00,961,917,1574,375,354,19.1,56.6,2.36,19.8,1,0,0,0,33,1,0.018691,0,72,37,8,1,0,-0.8604,-0.1764,0.7908,0,0
41,2023-04-21,2023-04-21 08:00:00,374,364,560,162,140,21.3,87.0,0.0,32.2,0,0,0,0,10,0,0.007144,1,6,19,8,1,0,1.2413,0.5384,0.6158,0,0
42,2023-04-21,2023-04-21 08:00:00,396,427,620,155,133,13.1,59.2,0.0,27.7,0,0,0,0,18,0,0.008165,2,39,48,8,1,0,0.203,-0.9528,0.0698,0,0
43,2023-04-21,2023-04-21 08:00:00,505,537,876,206,219,12.8,56.6,0.0,18.3,0,0,0,0,27,1,0.010707,3,42,60,8,1,0,-0.6717,0.4134,0.7611,0,0
44,2023-04-21,2023-04-21 08:00:00,922,928,1503,400,452,10.5,72.3,1.72,29.1,1,0,0,0,43,2,0.019027,4,63,5,8,1,0,-0.2078,0.7206,-1.7368,0,0
45,2023-04-21,2023-04-21 08:00:00,682,665,1147,266,244,28.4,48.5,0.0,22.2,0,0,0,0,31,0,0.013462,5,69,27,8,1,0,-0.653,0.3937,0.8928,0,0
46,2023-04-21,2023-04-21 08:00:00,693,559,1092,243,250,28.0,84.9,0.0,33.7,0,0,0,0,24,1,0.013908,6,18,43,8,1,0,-0.3175,-0.2562,0.8249,0,0
47,2023-04-21,2023-04-21 08:00:00,446,410,678,185,189,9.9,47.7,0.52,6.2,1,0,0,0,18,2,0.008501,7,30,24,8,1,0,-0.5983,1.0864,-0.2344,0,0
48,2023-04-21,2023-04-21 08:00:00,1032,1210,1616,408,353,17.4,57.2,0.0,34.0,0,0,0,0,52,2,0.020576,0,25,74,8,1,0,-1.1809,-1.0966,1.0338,0,0
49,2023-04-21,2023-04-21 08:00:00,481,480,851,212,221,23.9,65.0,0.0,20.2,0,0,0,0,16,1,0.010032,1,5,46,8,1,0,0.5737,-0.265,1.0932,0,0
50,2023-04-21,2023-04-21 08:00:00,273,315,435,106,103,25.5,72.8,0.0,30.3,0,0,0,0,10,2,0.005268,2,7,19,8,1,0,0.5263,-1.59,-0.0699,0,0
51,2023-04-21,2023-04-21 08:00:00,959,1047,1514,420,448,19.1,42.4,1.17,26.8,1,0,0,0,31,0,0.019629,3,44,35,8,1,0,-0.815,-0.311,0.8844,0,0
52,2023-04-21,2023-04-21 08:00:00,442,373,742,192,219,26.5,77.9,0.0,34.2,0,0,0,0,12,1,0.008889,4,35,77,8,1,0,-0.7542,0.0674,-0.4,0,0
53,2023-04-21,2023-04-21 08:00:00,1055,978,1705,447,474,21.0,51.5,0.0,17.0,0,0,0,0,44,1,0.021033,5,15,67,8,1,0,-0.7384,-0.884,0.3868,0,0
54,2023-04-21,2023-04-21 08:00:00,229,200,379,94,107,21.0,63.0,0.0,28.0,0,0,0,0,13,0,0.004801,6,73,21,8,1,0,-0.1786,-0.1222,-0.7862,0,0
55,2023-04-21,2023-04-21 08:00:00,1036,1222,1710,455,470,21.8,89.8,1.31,16.8,1,0,0,0,38,2,0.021139,7,65,75,8,1,0,0.5217,0.9453,-1.2367,0,0
56,2023-04-21,2023-04-21 08:00:00,620,699,944,210,198,23.9,69.2,0.0,24.6,0,0,0,0,35,0,0.011748,0,38,72,8,1,0,-0.2118,-0.8127,-0.0583,0,0
57,2023-04-21,2023-04-21 08:00:00,1052,1031,1642,425,440,29.8,66.1,0.0,30.6,0,0,0,0,40,1,0.02046,1,32,74,8,1,0,0.2045,-0.2363,0.3631,0,0
58,2023-04-21,2023-04-21 08:00:00,1594,1776,2421,622,621,19.0,84.7,0.0,22.5,0,0,0,0,61,1,0.031197,2,44,56,8,1,0,0.6242,-0.7861,1.4546,0,0
59,2023-04-21,2023-04-21 08:00:00,1393,1258,2289,542,558,16.2,65.4,0.0,22.3,0,0,0,0,59,2,0.028114,3,61,71,8,1,0,0.5168,-0.1051,0.3845,0,0
60,2023-04-21,2023-04-21 08:00:00,1887,1548,3143,829,840,18.7,73.2,1.22,27.7,1,0,0,0,83,1,0.038926,4,20,36,8,1,0,0.797,0.5248,-1.8704,0,0
61,2023-04-21,2023-04-21 08:00:00,229,198,370,77,87,25.5,77.7,0.0,27.5,0,0,0,0,6,2,0.004624,5,13,48,8,1,0,-0.6799,-0.0997,1.0059,0,0
62,2023-04-21,2023-04-21 08:00:00,1535,1366,2455,627,638,16.8,41.9,0.0,21.0,0,0,0,0,59,0,0.030974,6,80,75,8,1,0,0.4366,-0.7978,0.6328,0,0
63,2023-04-21,2023-04-21 08:00:00,824,702,1308,368,404,9.8,80.1,0.0,6.2,0,0,0,0,27,5,0.016773,7,80,33,8,1,0,0.3888,0.3056,-0.2748,0,0
64,2023-04-21,2023-04-21 08:00:00,478,527,690,184,182,22.4,62.3,0.78,31.8,1,0,0,0,11,0,0.008923,0,14,12,8,1,0,-1.0569,-1.3998,-0.4211,0,0
65,2023-04-21,2023-04-21 08:00:00,479,439,757,171,147,7.8,53.7,0.0,23.3,0,0,0,0,23,1,0.010004,1,13,9,8,1,0,-0.4794,-0.4188,-0.8916,0,0
66,2023-04-21,2023-04-21 08:00:00,340,291,496,106,104,15.2,65.1,0.0,11.9,0,0,0,0,14,1,0.006268,2,14,70,8,1,0,0.4402,0.6924,-1.0433,0,0
