zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-04-17,2023-04-17 08:00:00,321,311,498,115,105,25.4,48.5,0.0,19.1,0,0,0,0,13,3,0.006633,1,8,40,8,1,0,-1.2346,-1.4558,-0.0263,0,0
2,2023-04-17,2023-04-17 08:00:00,159,148,218,65,62,20.1,82.7,0.0,13.7,0,0,0,0,7,3,0.002914,2,33,22,8,1,0,-1.3664,-0.1459,-0.3367,0,0
3,2023-04-17,2023-04-17 08:00:00,327,350,504,156,148,13.3,51.2,0.0,7.3,0,0,0,0,10,0,0.006732,3,74,16,8,1,0,0.7998,0.1747,-0.7182,0,0
4,2023-04-17,2023-04-17 08:00:00,130,134,229,57,62,11.5,73.9,6.29,23.5,1,0,0,0,7,0,0.002701,4,9,8,8,1,0,0.3349,-0.6062,0.9097,0,0
5,2023-04-17,2023-04-17 08:00:00,116,123,146,39,33,14.4,79.5,0.0,8.6,0,0,0,0,6,1,0.001892,5,32,34,8,1,0,-0.4793,-0.2401,0.0246,0,0
6,2023-04-17,2023-04-17 08:00:00,396,463,661,161,152,29.3,71.3,0.93,28.5,1,0,0,0,11,1,0.007804,6,8,76,8,1,0,0.06,-0.3755,-0.1628,0,0
7,2023-04-17,2023-04-17 08:00:00,20,16,35,4,4,20.6,48.8,0.0,17.9,0,0,0,0,2,0,0.000379,7,74,58,8,1,0,0.8303,-0.1373,-2.3042,0,0
8,2023-04-17,2023-04-17 08:00:00,18,15,32,4,4,14.0,79.3,0.0,22.8,0,0,0,0,3,0,0.000364,0,62,80,8,1,0,-1.4847,-0.6325,0.3539,0,0
9,2023-04-17,2023-04-17 08:00:00,115,125,159,38,42,23.7,50.3,1.55,26.4,1,0,0,0,3,1,0.002192,1,5,25,8,1,0,-0.8608,0.3091,0.1317,0,0
10,2023-04-17,2023-04-17 08:00:00,314,274,461,121,107,17.7,67.6,0.0,17.1,0,0,0,0,7,1,0.006386,2,48,40,8,1,0,-0.1474,0.2482,0.1918,0,0
11,2023-04-17,2023-04-17 08:00:00,228,226,403,110,101,18.7,45.1,0.0,5.1,0,0,0,0,12,2,0.004899,3,32,48,8,1,0,-0.1756,-0.3561,0.8908,0,0
12,2023-04-17,2023-04-17 08:00:00,144,125,227,55,49,23.4,45.4,5.11,30.4,1,0,0,0,4,1,0.002814,4,16,53,8,1,0,-0.4023,-0.1258,0.8594,0,0
13,2023-04-17,2023-04-17 08:00:00,14,12,21,0,0,22.0,76.9,0.0,34.6,0,0,0,0,2,1,0.000253,5,50,49,8,1,0,-0.1746,0.1493,-0.421,0,0
14,2023-04-17,2023-04-17 08:00:00,51,45,100,33,30,12.1,50.4,0.0,22.8,0,0,0,0,1,2,0.001216,6,10,63,8,1,0,0.6342,-0.7466,-1.1742,0,0
15,2023-04-17,2023-04-17 08:00:00,88,75,144,38,36,22.6,58.8,0.0,23.1,0,0,0,0,3,2,0.001712,7,20,53,8,1,0,0.4008,1.038,-0.0795,0,0
16,2023-04-17,2023-04-17 08:00:00,399,392,594,147,151,18.3,69.2,0.0,16.5,0,0,0,0,16,1,0.007253,0,75,42,8,1,0,-0.3745,0.9533,0.0518,0,0
17,2023-04-17,2023-04-17 08:00:00,167,173,239,55,48,23.4,68.6,0.0,12.8,0,0,0,0,5,2,0.002824,1,78,29,8,1,0,-0.0249,-1.3989,0.6691,0,0
18,2023-04-17,2023-04-17 08:00:00,4,3,11,5,5,11.5,72.4,0.0,31.1,0,0,0,0,0,1,9.4e-05,2,10,34,8,1,0,-1.3554,0.8766,-0.8682,0,0
19,2023-04-17,2023-04-17 08:00:00,31,35,80,19,21,17.5,70.1,1.74,24.8,1,0,0,0,1,1,0.001037,3,15,34,8,1,0,1.0949,-0.1164,1.2299,0,0
20,2023-04-17,2023-04-17 08:00:00,49,52,84,32,31,18.4,79.7,0.0,8.8,0,0,0,0,2,0,0.001046,4,53,40,8,1,0,-0.6052,0.8858,-1.0229,0,0
21,2023-04-17,2023-04-17 08:00:00,288,312,457,105,90,16.5,49.3,1.52,28.0,1,0,0,0,12,1,0.006254,5,51,25,8,1,0,1.586,-0.3273,2.2058,0,0
22,2023-04-17,2023-04-17 08:00:00,215,201,393,100,89,17.9,42.9,0.0,13.5,0,0,0,0,9,0,0.004519,6,50,31,8,1,0,0.1105,0.6685,0.7018,0,0
23,2023-04-17,2023-04-17 08:00:00,99,82,138,33,30,23.5,60.5,1.38,22.7,1,0,0,0,1,1,0.001695,7,14,26,8,1,0,-1.177,-0.801,0.3239,0,0
24,2023-04-17,2023-04-17 08:00:00,4,4,3,0,0,18.8,49.1,1.76,15.4,1,0,0,0,3,1,3.6e-05,0,36,25,8,1,0,0.2944,-0.1251,0.0184,0,0
25,2023-04-17,2023-04-17 08:00:00,25,26,35,16,14,18.2,82.8,0.0,33.8,0,0,0,0,1,2,0.000437,1,53,39,8,1,0,-0.0636,-1.0024,-0.3161,0,0
26,2023-04-17,2023-04-17 08:00:00,82,80,148,48,41,21.3,82.0,0.54,20.0,1,0,0,0,4,2,0.001895,2,33,46,8,1,0,-1.2213,1.0462,-0.4415,0,0
27,2023-04-17,2023-04-17 08:00:00,187,169,330,80,78,22.1,50.7,0.14,31.1,1,0,0,0,11,1,0.004045,3,34,9,8,1,0,0.9224,-0.254,0.0602,0,0
28,2023-04-17,2023-04-17 08:00:00,13,12,22,5,5,15.3,67.2,5.61,25.8,1,0,0,0,1,2,0.000366,4,56,39,8,1,0,0.2156,0.1313,0.0784,0,0
29,2023-04-17,2023-04-17 08:00:00,25,27,53,9,9,15.9,56.7,0.0,14.4,0,0,0,0,2,2,0.000559,5,32,77,8,1,0,-0.0534,-0.2142,0.2302,0,0
30,2023-04-17,2023-04-17 08:00:00,56,64,80,13,13,24.2,49.6,0.0,29.3,0,0,0,0,2,2,0.001103,6,32,68,8,1,0,-0.0956,0.8427,0.2452,0,0
31,2023-04-17,2023-04-17 08:00:00,222,201,372,93,96,29.9,86.7,3.76,5.8,1,0,0,0,11,2,0.005001,7,63,23,8,1,0,-0.0027,0.8679,-0.6818,0,0
32,2023-04-17,2023-04-17 08:00:00,6,5,13,5,5,22.5,70.6,0.0,26.7,0,0,0,0,1,1,0.000171,0,22,36,8,1,0,-0.0076,0.5069,0.8467,0,0
33,2023-04-17,2023-04-17 08:00:00,103,112,165,48,49,18.1,57.7,0.0,15.3,0,0,0,0,2,1,0.002071,1,73,38,8,1,0,0.5646,0.5591,-0.6812,0,0
34,2023-04-17,2023-04-17 08:00:00,519,596,814,225,208,21.9,62.2,9.28,13.4,1,0,0,0,22,1,0.010511,2,59,79,8,1,0,0.9741,0.3271,0.9035,0,0
35,2023-04-17,2023-04-17 08:00:00,413,386,629,155,132,19.1,79.3,0.0,14.4,0,0,0,0,15,0,0.007928,3,51,33,8,1,0,-1.3033,-0.358,0.6942,0,0
36,2023-04-17,2023-04-17 08:00:00,115,117,171,55,59,26.3,46.2,0.0,13.8,0,0,0,0,7,1,0.002242,4,70,68,8,1,0,-0.8897,-0.9248,-0.102,0,0
37,2023-04-17,2023-04-17 08:00:00,476,564,780,225,209,23.4,57.2,1.98,34.9,1,0,0,0,12,4,0.010246,5,11,19,8,1,0,-0.7374,-1.0666,-0.3286,0,0
38,2023-04-17,2023-04-17 08:00:00,219,248,359,89,95,21.9,44.9,0.0,6.8,0,0,0,0,10,1,0.004397,6,25,59,8,1,0,-0.2777,-0.659,0.9128,0,0
39,2023-04-17,2023-04-17 08:00:00,23,24,48,15,15,21.2,51.2,0.0,28.5,0,0,0,0,2,1,0.000659,7,54,53,8,1,0,0.5899,-0.6146,0.0205,0,0
40,2023-04-17,2023-04-17 08:00:00,926,882,1521,376,326,21.4,63.5,0.0,8.4,0,0,0,0,36,1,0.018691,0,72,37,8,1,0,0.0417,0.1319,-0.7386,0,0
41,2023-04-17,2023-04-17 08:00:00,374,380,604,154,137,22.8,71.0,0.51,17.3,1,0,0,0,10,1,0.007144,1,6,19,8,1,0,0.7225,0.388,1.7213,0,0
42,2023-04-17,2023-04-17 08:00:00,401,340,681,199,176,22.2,41.7,4.06,14.2,1,0,0,0,22,1,0.008165,2,39,48,8,1,0,0.1721,0.1967,0.1096,0,0
43,2023-04-17,2023-04-17 08:00:00,544,495,867,217,199,25.0,49.1,0.07,29.3,1,0,0,0,19,1,0.010707,3,42,60,8,1,0,0.5691,0.8384,0.6567,0,0
44,2023-04-17,2023-04-17 08:00:00,1031,1047,1456,359,407,23.6,48.3,0.0,5.6,0,0,0,0,28,2,0.019027,4,63,5,8,1,0,-0.6714,0.2197,-1.1788,0,0
45,2023-04-17,2023-04-17 08:00:00,695,764,1068,261,282,16.5,46.1,0.0,15.2,0,0,0,0,33,1,0.013462,5,69,27,8,1,0,0.9795,0.5343,0.3964,0,0
46,2023-04-17,2023-04-17 08:00:00,696,612,1137,299,290,23.9,89.6,2.42,16.9,1,0,0,0,27,1,0.013908,6,18,43,8,1,0,-0.1628,-0.8902,-0.9927,0,0
47,2023-04-17,2023-04-17 08:00:00,406,366,763,163,178,25.1,61.4,0.0,18.3,0,0,0,0,20,3,0.008501,7,30,24,8,1,0,-0.0146,0.7784,-0.8916,0,0
