zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-04-04,2023-04-04 08:00:00,336,313,524,132,149,19.9,53.7,0.0,7.6,0,0,0,0,9,2,0.006633,1,8,40,8,1,0,-0.8724,0.8676,-1.2102,0,0
2,2023-04-04,2023-04-04 08:00:00,172,159,212,57,62,15.3,46.7,0.0,10.6,0,0,0,0,7,1,0.002914,2,33,22,8,1,0,0.3079,1.2418,-1.2318,0,0
3,2023-04-04,2023-04-04 08:00:00,335,290,538,130,118,18.5,69.3,12.9,9.8,1,0,0,0,15,1,0.006732,3,74,16,8,1,0,-0.6064,-0.8221,0.3278,0,0
4,2023-04-04,2023-04-04 08:00:00,140,131,202,70,60,22.7,75.3,2.35,10.8,1,0,0,0,4,0,0.002701,4,9,8,8,1,0,-0.1651,0.1781,-0.8025,0,0
5,2023-04-04,2023-04-04 08:00:00,91,88,123,36,33,22.7,64.8,0.0,29.8,0,0,0,0,1,1,0.001892,5,32,34,8,1,0,-0.2503,0.4039,-0.1097,0,0
6,2023-04-04,2023-04-04 08:00:00,359,422,641,172,175,13.8,46.6,6.57,11.7,1,0,0,0,21,1,0.007804,6,8,76,8,1,0,0.9721,-1.1796,-0.2892,0,0
7,2023-04-04,2023-04-04 08:00:00,18,19,42,5,4,19.2,50.4,0.73,9.8,1,0,0,0,0,0,0.000379,7,74,58,8,1,0,-0.2404,0.6929,0.6244,0,0
8,2023-04-04,2023-04-04 08:00:00,17,19,29,8,8,22.3,42.9,0.0,31.7,0,0,0,0,1,0,0.000364,0,62,80,8,1,0,0.6854,-1.3358,0.0174,0,0
9,2023-04-04,2023-04-04 08:00:00,103,111,179,60,65,28.0,69.0,5.23,15.1,1,0,0,0,7,1,0.002192,1,5,25,8,1,0,0.1734,1.2449,-0.0124,0,0
10,2023-04-04,2023-04-04 08:00:00,310,341,522,122,131,21.8,59.0,1.26,25.4,1,0,0,0,15,0,0.006386,2,48,40,8,1,0,-0.3551,0.2069,0.5604,0,0
