zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-01-03,2023-01-03 08:00:00,310,353,489,127,126,3.7,81.1,0.0,17.2,0,0,0,0,23,4,0.006633,1,8,40,8,1,0,1.2459,-0.8342,-1.1231,0,0
2,2023-01-03,2023-01-03 08:00:00,157,146,235,55,56,12.3,49.4,0.0,29.0,0,0,0,0,6,2,0.002914,2,33,22,8,1,0,0.2967,-0.7931,-0.7727,0,0
3,2023-01-03,2023-01-03 08:00:00,332,305,552,141,143,11.2,52.5,3.61,29.5,0,1,0,0,15,1,0.006732,3,74,16,8,1,0,-0.7238,0.8119,0.802,0,0
4,2023-01-03,2023-01-03 08:00:00,129,117,210,51,43,6.5,60.7,0.0,18.0,0,0,0,0,4,2,0.002701,4,9,8,8,1,0,0.7356,0.8849,0.2572,0,0
5,2023-01-03,2023-01-03 08:00:00,101,116,150,40,38,6.0,48.5,0.0,27.7,0,0,0,0,4,0,0.001892,5,32,34,8,1,0,-0.5891,-0.3461,0.3294,0,0
6,2023-01-03,2023-01-03 08:00:00,359,291,578,155,163,4.9,80.8,0.0,33.0,0,0,0,0,21,1,0.007804,6,8,76,8,1,0,-0.0977,0.1098,0.9697,0,0
7,2023-01-03,2023-01-03 08:00:00,16,17,27,8,8,6.7,63.4,0.0,31.6,0,0,0,0,3,3,0.000379,7,74,58,8,1,0,1.0924,-0.0372,0.36,0,0
8,2023-01-03,2023-01-03 08:00:00,15,12,27,6,5,7.1,44.9,0.0,8.0,0,0,0,0,1,4,0.000364,0,62,80,8,1,0,2.0814,1.735,1.027,0,0
9,2023-01-03,2023-01-03 08:00:00,110,123,188,52,58,24.3,54.9,0.0,33.5,0,0,0,0,1,2,0.002192,1,5,25,8,1,0,-0.2829,0.1819,1.0378,0,0
10,2023-01-03,2023-01-03 08:00:00,339,379,498,125,127,9.6,84.7,1.33,24.1,0,1,0,0,15,2,0.006386,2,48,40,8,1,0,-0.4426,-0.459,-0.0384,0,0
11,2023-01-03,2023-01-03 08:00:00,264,285,376,79,70,3.2,72.5,0.0,7.5,0,0,0,0,7,1,0.004899,3,32,48,8,1,0,0.5699,0.4649,0.0004,0,0
12,2023-01-03,2023-01-03 08:00:00,139,127,235,43,38,9.1,46.9,0.07,9.0,1,0,0,0,6,1,0.002814,4,16,53,8,1,0,0.9418,1.4673,-1.4171,0,0
13,2023-01-03,2023-01-03 08:00:00,9,10,10,3,2,3.9,83.8,1.83,30.3,1,0,0,0,4,4,0.000253,5,50,49,8,1,0,-0.6791,-1.0469,-0.1228,0,0
14,2023-01-03,2023-01-03 08:00:00,71,65,105,33,29,5.7,81.5,0.0,30.1,0,0,0,0,3,0,0.001216,6,10,63,8,1,0,0.3677,0.7309,0.1069,0,0
15,2023-01-03,2023-01-03 08:00:00,96,77,141,35,30,13.4,70.6,0.0,29.2,0,0,0,0,4,2,0.001712,7,20,53,8,1,0,-0.552,-0.0887,0.1199,0,0
16,2023-01-03,2023-01-03 08:00:00,369,401,583,127,124,17.3,72.8,4.4,15.2,0,1,0,0,12,0,0.007253,0,75,42,8,1,0,-0.6892,0.078,-0.1813,0,0
17,2023-01-03,2023-01-03 08:00:00,154,135,222,56,49,13.2,77.0,9.4,28.1,1,0,0,0,5,1,0.002824,1,78,29,8,1,0,0.3831,-0.0218,-1.1438,0,0
18,2023-01-03,2023-01-03 08:00:00,5,5,7,0,0,2.9,56.4,0.0,31.1,0,0,0,0,1,0,9.4e-05,2,10,34,8,1,0,-0.5818,-0.1201,-0.3916,0,0
19,2023-01-03,2023-01-03 08:00:00,57,46,90,19,18,9.5,84.3,0.0,15.8,0,0,0,0,4,0,0.001037,3,15,34,8,1,0,0.3218,0.1988,0.0275,0,0
20,2023-01-03,2023-01-03 08:00:00,50,47,83,32,35,6.8,62.6,4.62,20.7,1,0,0,0,1,2,0.001046,4,53,40,8,1,0,-0.016,-1.1757,-0.8833,0,0
21,2023-01-03,2023-01-03 08:00:00,318,321,529,119,122,1.6,68.3,0.0,24.6,0,0,0,0,10,2,0.006254,5,51,25,8,1,0,-0.4653,-0.6844,-1.4502,0,0
22,2023-01-03,2023-01-03 08:00:00,222,214,363,71,64,4.8,87.1,0.0,21.0,0,0,0,0,8,1,0.004519,6,50,31,8,1,0,-0.1512,1.0153,0.2093,0,0
23,2023-01-03,2023-01-03 08:00:00,93,77,139,40,37,11.9,78.4,0.0,30.6,0,0,0,0,7,2,0.001695,7,14,26,8,1,0,1.0101,-0.046,-0.3804,0,0
24,2023-01-03,2023-01-03 08:00:00,2,2,4,1,1,6.7,49.2,0.0,13.2,0,0,0,0,1,2,3.6e-05,0,36,25,8,1,0,0.7139,-1.0224,-0.5072,0,0
25,2023-01-03,2023-01-03 08:00:00,26,27,40,16,15,12.9,64.9,2.3,31.3,1,0,0,0,0,1,0.000437,1,53,39,8,1,0,0.0947,-0.8929,0.1369,0,0
26,2023-01-03,2023-01-03 08:00:00,68,63,162,46,49,4.3,87.7,0.07,16.1,1,0,0,0,4,1,0.001895,2,33,46,8,1,0,-0.4729,0.2629,-0.4299,0,0
27,2023-01-03,2023-01-03 08:00:00,197,161,327,81,82,12.3,55.4,0.0,21.0,0,0,0,0,7,0,0.004045,3,34,9,8,1,0,-1.3884,-0.1703,-0.101,0,0
