zone_id,date,hourly_timestamp,taxi_pickups,taxi_dropoffs,subway_ridership,bike_starts,bike_ends,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,is_rain,is_snow,is_extreme_cold,is_extreme_heat,complaint_count,event_count,page_rank,community_id,in_degree,out_degree,hour_of_day,is_rush_hour,is_weekend,z_subway,z_pickups,z_bikes,is_anomaly,prediction
1,2023-01-25,2023-01-25 08:00:00,305,325,530,114,116,9.9,40.5,0.0,17.7,0,0,0,0,8,1,0.006633,1,8,40,8,1,0,1.3673,0.2418,-0.8119,0,0
2,2023-01-25,2023-01-25 08:00:00,139,152,221,66,69,15.0,77.6,0.0,8.8,0,0,0,0,3,1,0.002914,2,33,22,8,1,0,-0.5801,0.0324,-0.2415,0,0
3,2023-01-25,2023-01-25 08:00:00,338,394,499,143,138,12.1,76.9,0.0,11.0,0,0,0,0,19,0,0.006732,3,74,16,8,1,0,-1.1041,-0.9256,-0.19,0,0
4,2023-01-25,2023-01-25 08:00:00,149,122,210,52,52,9.7,81.1,0.0,30.1,0,0,0,0,6,1,0.002701,4,9,8,8,1,0,0.6286,1.571,-0.6065,0,0
5,2023-01-25,2023-01-25 08:00:00,93,75,160,52,56,15.9,87.0,2.0,22.2,1,0,0,0,5,2,0.001892,5,32,34,8,1,0,-0.6579,0.2773,-0.923,0,0
6,2023-01-25,2023-01-25 08:00:00,393,395,622,151,142,17.1,45.9,0.0,7.5,0,0,0,0,14,1,0.007804,6,8,76,8,1,0,1.2035,-0.1528,-0.3414,0,0
7,2023-01-25,2023-01-25 08:00:00,17,17,30,12,12,7.1,46.9,2.54,20.0,0,1,0,0,2,2,0.000379,7,74,58,8,1,0,-0.1552,-0.2606,-0.6462,0,0
8,2023-01-25,2023-01-25 08:00:00,17,17,23,6,5,11.1,40.4,0.0,23.3,0,0,0,0,1,2,0.000364,0,62,80,8,1,0,-1.4816,-0.2985,0.5995,0,0
9,2023-01-25,2023-01-25 08:00:00,111,111,167,41,41,9.5,65.7,0.0,18.9,0,0,0,0,2,1,0.002192,1,5,25,8,1,0,0.3845,-0.9003,0.4624,0,0
10,2023-01-25,2023-01-25 08:00:00,341,273,564,153,146,16.6,68.5,6.23,22.8,1,0,0,0,16,3,0.006386,2,48,40,8,1,0,-0.5691,0.6166,1.4313,0,0
11,2023-01-25,2023-01-25 08:00:00,243,221,349,87,78,9.9,43.4,0.0,26.0,0,0,0,0,8,1,0.004899,3,32,48,8,1,0,-0.5489,1.0523,0.9069,0,0
12,2023-01-25,2023-01-25 08:00:00,127,115,208,56,51,10.9,59.6,0.0,25.7,0,0,0,0,6,3,0.002814,4,16,53,8,1,0,-0.8266,1.4789,-0.0439,0,0
13,2023-01-25,2023-01-25 08:00:00,13,13,24,11,11,9.2,55.3,0.0,22.0,0,0,0,0,2,0,0.000253,5,50,49,8,1,0,-2.0701,-0.0282,-0.5429,0,0
14,2023-01-25,2023-01-25 08:00:00,56,60,101,29,30,15.4,67.0,0.0,14.6,0,0,0,0,2,2,0.001216,6,10,63,8,1,0,-0.1258,-1.4948,0.6779,0,0
15,2023-01-25,2023-01-25 08:00:00,99,79,140,42,38,11.6,49.6,6.27,11.8,1,0,0,0,4,3,0.001712,7,20,53,8,1,0,0.5643,1.5055,-0.9189,0,0
16,2023-01-25,2023-01-25 08:00:00,357,353,563,148,153,9.2,44.4,0.0,32.3,0,0,0,0,11,1,0.007253,0,75,42,8,1,0,-0.2556,1.8881,-0.2951,0,0
17,2023-01-25,2023-01-25 08:00:00,149,122,223,57,52,11.2,70.0,0.0,23.7,0,0,0,0,6,2,0.002824,1,78,29,8,1,0,-0.4657,0.4006,0.3866,0,0
18,2023-01-25,2023-01-25 08:00:00,5,4,4,2,1,7.8,79.9,5.09,27.2,0,1,0,0,1,0,9.4e-05,2,10,34,8,1,0,1.5789,-0.7076,0.3952,0,0
19,2023-01-25,2023-01-25 08:00:00,61,51,96,23,19,7.3,40.8,0.0,16.4,0,0,0,0,1,2,0.001037,3,15,34,8,1,0,-0.0726,0.2541,-1.0864,0,0
20,2023-01-25,2023-01-25 08:00:00,59,64,101,19,17,4.8,54.2,0.0,12.7,0,0,0,0,3,1,0.001046,4,53,40,8,1,0,0.4226,-0.2349,-0.8913,0,0
21,2023-01-25,2023-01-25 08:00:00,314,282,509,124,113,8.1,73.3,0.0,12.7,0,0,0,0,14,2,0.006254,5,51,25,8,1,0,-0.9995,-1.1962,-1.2663,0,0
22,2023-01-25,2023-01-25 08:00:00,231,246,363,90,88,8.3,41.5,0.0,30.3,0,0,0,0,5,1,0.004519,6,50,31,8,1,0,-0.3653,-1.1435,-0.775,0,0
23,2023-01-25,2023-01-25 08:00:00,91,86,139,38,39,17.6,84.5,0.02,27.0,1,0,0,0,4,1,0.001695,7,14,26,8,1,0,-0.4268,0.1432,0.9033,0,0
24,2023-01-25,2023-01-25 08:00:00,3,3,6,3,2,9.2,88.5,0.0,30.5,0,0,0,0,1,0,3.6e-05,0,36,25,8,1,0,0.7512,0.406,0.1748,0,0
25,2023-01-25,2023-01-25 08:00:00,27,24,36,5,4,3.4,62.8,0.0,19.1,0,0,0,0,0,2,0.000437,1,53,39,8,1,0,-0.4376,1.4545,0.3067,0,0
26,2023-01-25,2023-01-25 08:00:00,102,100,147,50,45,1.2,59.8,0.0,14.7,0,0,0,0,1,0,0.001895,2,33,46,8,1,0,0.469,-1.0052,0.8233,0,0
27,2023-01-25,2023-01-25 08:00:00,197,221,312,87,90,11.3,59.2,2.27,22.0,1,0,0,0,4,0,0.004045,3,34,9,8,1,0,2.1018,-1.1661,-2.4103,0,0
28,2023-01-25,2023-01-25 08:00:00,22,24,25,11,10,12.4,85.0,0.0,27.0,0,0,0,0,0,2,0.000366,4,56,39,8,1,0,1.0375,-0.9173,-1.0797,0,0
29,2023-01-25,2023-01-25 08:00:00,33,28,40,11,12,9.8,69.7,0.0,12.0,0,0,0,0,0,1,0.000559,5,32,77,8,1,0,0.567,0.1551,-0.4523,0,0
30,2023-01-25,2023-01-25 08:00:00,52,56,71,26,28,9.0,89.4,0.0,7.9,0,0,0,0,2,1,0.001103,6,32,68,8,1,0,0.4777,-0.5713,0.7601,0,0
31,2023-01-25,2023-01-25 08:00:00,249,212,364,99,101,5.2,63.7,0.02,26.3,1,0,0,0,9,3,0.005001,7,63,23,8,1,0,-0.0542,-0.243,-0.1867,0,0
32,2023-01-25,2023-01-25 08:00:00,4,4,13,4,3,11.9,46.9,10.1,28.2,1,0,0,0,2,1,0.000171,0,22,36,8,1,0,-1.0605,1.5144,-0.8278,0,0
33,2023-01-25,2023-01-25 08:00:00,95,107,173,30,28,18.2,75.3,0.0,22.0,0,0,0,0,6,0,0.002071,1,73,38,8,1,0,-0.6754,0.8015,-0.1376,0,0
34,2023-01-25,2023-01-25 08:00:00,523,500,831,187,163,13.1,69.8,1.26,20.9,1,0,0,0,20,3,0.010511,2,59,79,8,1,0,-0.6345,-0.5516,0.2195,0,0
35,2023-01-25,2023-01-25 08:00:00,396,357,641,169,188,9.0,49.0,0.08,12.5,0,1,0,0,17,1,0.007928,3,51,33,8,1,0,-0.5321,0.7744,0.6944,0,0
36,2023-01-25,2023-01-25 08:00:00,139,120,184,44,38,11.2,40.9,1.92,20.0,1,0,0,0,2,0,0.002242,4,70,68,8,1,0,0.3954,0.6263,1.1563,0,0
37,2023-01-25,2023-01-25 08:00:00,486,415,814,219,195,11.0,47.9,1.87,26.1,1,0,0,0,19,0,0.010246,5,11,19,8,1,0,0.2256,0.3915,0.4728,0,0
38,2023-01-25,2023-01-25 08:00:00,213,236,351,88,84,7.2,65.8,1.37,24.1,0,1,0,0,10,0,0.004397,6,25,59,8,1,0,0.1852,0.9055,0.3565,0,0
39,2023-01-25,2023-01-25 08:00:00,26,24,62,14,13,8.2,78.9,0.0,19.1,0,0,0,0,0,0,0.000659,7,54,53,8,1,0,0.9236,1.1769,-1.7624,0,0
40,2023-01-25,2023-01-25 08:00:00,904,728,1474,365,403,10.5,53.1,0.0,26.5,0,0,0,0,44,0,0.018691,0,72,37,8,1,0,-1.2328,0.9717,-0.1418,0,0
41,2023-01-25,2023-01-25 08:00:00,333,277,621,134,124,5.8,72.9,0.0,13.4,0,0,0,0,12,1,0.007144,1,6,19,8,1,0,0.0985,0.3798,-0.0244,0,0
42,2023-01-25,2023-01-25 08:00:00,413,341,680,150,143,1.0,89.4,0.0,5.6,0,0,0,0,8,1,0.008165,2,39,48,8,1,0,-0.6857,-0.313,0.094,0,0
43,2023-01-25,2023-01-25 08:00:00,528,443,866,212,205,10.2,65.0,1.45,24.4,1,0,0,0,37,1,0.010707,3,42,60,8,1,0,0.2075,-0.7402,0.7251,0,0
44,2023-01-25,2023-01-25 08:00:00,946,999,1558,405,459,11.9,56.1,0.0,31.2,0,0,0,0,44,0,0.019027,4,63,5,8,1,0,0.4054,-1.7396,-0.1499,0,0
45,2023-01-25,2023-01-25 08:00:00,709,584,1094,259,224,5.6,71.2,0.0,7.1,0,0,0,0,30,0,0.013462,5,69,27,8,1,0,0.284,0.9644,0.137,0,0
46,2023-01-25,2023-01-25 08:00:00,698,622,1093,275,303,6.6,74.1,3.23,19.3,1,0,0,0,27,1,0.013908,6,18,43,8,1,0,1.5959,-0.5678,-0.7617,0,0
47,2023-01-25,2023-01-25 08:00:00,428,365,711,172,196,10.2,41.2,9.59,34.6,0,1,0,0,19,2,0.008501,7,30,24,8,1,0,-0.297,-0.1638,-0.5653,0,0
48,2023-01-25,2023-01-25 08:00:00,1044,934,1693,406,433,14.6,80.2,0.0,28.7,0,0,0,0,31,5,0.020576,0,25,74,8,1,0,-0.4929,0.5274,1.4641,0,0
49,2023-01-25,2023-01-25 08:00:00,507,433,801,188,183,8.6,55.7,0.0,11.0,0,0,0,0,18,4,0.010032,1,5,46,8,1,0,-0.1991,1.1828,-1.1332,0,0
50,2023-01-25,2023-01-25 08:00:00,264,246,428,96,106,6.7,56.0,0.0,16.4,0,0,0,0,12,2,0.005268,2,7,19,8,1,0,0.4479,0.6088,-0.8058,0,0
51,2023-01-25,2023-01-25 08:00:00,979,1000,1633,394,360,20.2,54.6,0.0,26.9,0,0,0,0,53,4,0.019629,3,44,35,8,1,0,0.2629,0.2698,0.5633,0,0
52,2023-01-25,2023-01-25 08:00:00,392,408,694,178,164,4.7,83.3,2.41,34.0,0,1,0,0,16,2,0.008889,4,35,77,8,1,0,-0.7196,-0.5747,-0.5963,0,0
53,2023-01-25,2023-01-25 08:00:00,1059,881,1628,437,395,7.8,63.6,0.0,20.6,0,0,0,0,42,0,0.021033,5,15,67,8,1,0,-1.2317,0.3267,-0.0273,0,0
54,2023-01-25,2023-01-25 08:00:00,245,224,383,83,75,7.6,80.1,4.69,8.9,0,1,0,0,5,0,0.004801,6,73,21,8,1,0,-0.1732,0.0425,-0.848,0,0
55,2023-01-25,2023-01-25 08:00:00,1062,854,1724,388,337,8.0,81.2,0.0,23.0,0,0,0,0,43,2,0.021139,7,65,75,8,1,0,-0.9804,-0.3411,1.1658,0,0
56,2023-01-25,2023-01-25 08:00:00,599,581,926,277,237,8.0,52.5,0.0,31.0,0,0,0,0,27,2,0.011748,0,38,72,8,1,0,0.0418,-0.2078,-0.8507,0,0
57,2023-01-25,2023-01-25 08:00:00,1066,1036,1562,447,509,-4.5,75.4,0.0,29.0,0,0,0,0,33,2,0.02046,1,32,74,8,1,0,1.6115,-0.3687,0.2407,0,0
58,2023-01-25,2023-01-25 08:00:00,1487,1479,2507,643,556,12.8,85.2,1.01,12.1,1,0,0,0,71,1,0.031197,2,44,56,8,1,0,-0.2324,0.9205,-0.8664,0,0
59,2023-01-25,2023-01-25 08:00:00,1460,1393,2200,547,536,11.0,71.8,0.0,28.8,0,0,0,0,64,2,0.028114,3,61,71,8,1,0,-0.0459,-0.5662,0.8032,0,0
60,2023-01-25,2023-01-25 08:00:00,1939,2087,3088,754,813,8.6,56.4,0.0,6.5,0,0,0,0,73,1,0.038926,4,20,36,8,1,0,0.3576,0.0194,-0.3118,0,0
61,2023-01-25,2023-01-25 08:00:00,256,229,402,91,93,10.4,65.3,2.16,18.9,1,0,0,0,5,1,0.004624,5,13,48,8,1,0,1.1177,0.9922,0.7475,0,0
62,2023-01-25,2023-01-25 08:00:00,1504,1688,2537,604,574,7.4,42.7,0.0,34.7,0,0,0,0,59,0,0.030974,6,80,75,8,1,0,0.2985,0.931,0.6261,0,0
63,2023-01-25,2023-01-25 08:00:00,848,920,1392,372,389,3.8,60.8,0.38,5.5,0,1,0,0,40,4,0.016773,7,80,33,8,1,0,0.4006,-0.6618,-1.2448,0,0
64,2023-01-25,2023-01-25 08:00:00,477,567,699,191,209,11.3,45.8,1.17,32.7,1,1,0,0,17,2,0.008923,0,14,12,8,1,0,-0.0106,-0.8201,0.2089,0,0
65,2023-01-25,2023-01-25 08:00:00,511,500,801,199,171,10.3,85.9,0.0,9.3,0,0,0,0,22,2,0.010004,1,13,9,8,1,0,-0.369,0.0844,-0.0213,0,0
66,2023-01-25,2023-01-25 08:00:00,295,292,534,124,129,16.3,55.6,0.0,18.9,0,0,0,0,15,3,0.006268,2,14,70,8,1,0,-0.0922,-0.1475,-1.7151,0,0
67,2023-01-25,2023-01-25 08:00:00,241,212,354,88,77,8.7,69.5,0.0,6.4,0,0,0,0,6,0,0.004721,3,40,67,8,1,0,-1.079,0.6685,-0.3711,0,0
68,2023-01-25,2023-01-25 08:00:00,1374,1146,2166,563,513,12.0,69.2,0.0,31.8,0,0,0,0,59,0,0.027399,4,74,21,8,1,0,-0.6565,0.4225,-0.4958,0,0
69,2023-01-25,2023-01-25 08:00:00,331,284,528,131,140,10.9,69.3,0.0,17.0,0,0,0,0,22,0,0.006648,5,78,65,8,1,0,-0.0346,-1.2347,0.2639,0,0
70,2023-01-25,2023-01-25 08:00:00,713,784,1137,279,292,2.3,43.6,0.0,19.1,0,0,0,0,29,1,0.013953,6,65,57,8,1,0,0.7983,1.0131,-1.101,0,0
